站点代码,数据时间,气温,气压,相对湿度,风向,风速,降雨量,能见度
52674,20220605201434,8.2,1010.3,23,190,3.2,1.2,10202.6
52679,20220605201434,8.2,1011.5,57,168,7.2,1.1,10117.1
52681,20220605201434,11.4,1020.2,78,124,5.7,1.2,10475.8
52787,20220605201434,21.6,1021.3,93,200,14.2,0.1,10303.4
52797,20220605201434,19.2,1010.3,37,14,14.3,1.4,10129.3
52884,20220605201434,5.2,1025.7,50,341,9.0,0.9,10224.4
52895,20220605201434,22.8,1007.6,35,81,8.5,0.0,10274.6
52983,20220605201434,1.0,1013.4,21,216,4.7,0.9,10022.1
52984,20220605201434,2.7,1021.4,80,247,2.2,1.5,10114.0
52986,20220605201434,17.4,1002.7,18,62,6.2,1.0,10220.4
52996,20220605201434,11.9,1019.8,18,104,14.9,1.5,10212.0
53821,20220605201434,19.5,1016.5,63,248,14.0,1.1,10312.2
53915,20220605201434,21.7,1013.8,73,279,7.2,0.3,10169.1
53923,20220605201434,29.3,1013.5,12,123,5.0,0.4,10257.6
56074,20220605201434,24.7,1001.6,33,294,1.9,0.5,10465.2
56080,20220605201434,22.6,1010.8,96,304,1.8,1.3,10280.2
56093,20220605201434,16.4,1004.4,70,218,4.2,0.1,10417.5
56096,20220605201434,21.6,1023.2,76,282,11.7,0.2,10075.0
57014,20220605201434,17.6,1022.1,83,279,11.4,0.3,10415.0
57996,20220605201434,15.7,1024.6,76,293,11.9,0.2,10010.6
59072,20220605201434,3.4,1015.2,94,18,12.6,1.4,10061.8
59082,20220605201434,25.0,1018.8,26,95,10.5,0.4,10381.3
59087,20220605201434,34.5,1010.5,24,52,0.6,1.4,10008.9
59088,20220605201434,15.3,1003.8,70,245,8.9,1.2,10098.0
59096,20220605201434,3.0,1000.9,20,1,10.1,0.5,10194.3
59097,20220605201434,23.4,1014.4,1,140,13.7,1.3,10274.2
59107,20220605201434,24.9,1008.5,87,269,2.0,1.3,10419.7
59116,20220605201434,1.5,1012.4,37,229,14.4,0.5,10194.8
59117,20220605201434,0.0,1000.2,66,37,12.1,0.5,10272.6
59271,20220605201434,14.5,1015.7,50,343,3.3,0.1,10081.5
59278,20220605201434,4.0,1019.4,45,217,5.9,0.6,10071.7
59280,20220605201434,14.2,1011.8,100,38,1.5,0.4,10002.3
59287,20220605201434,32.7,1024.8,16,145,9.7,1.2,10269.0
59289,20220605201434,6.8,1014.1,93,4,7.3,0.6,10027.6
59293,20220605201434,18.8,1023.0,5,210,12.4,0.8,10371.3
59294,20220605201434,27.4,1026.0,39,345,7.5,0.9,10212.7
59298,20220605201434,6.3,1012.5,36,92,1.9,0.2,10271.8
59303,20220605201434,34.4,1009.2,41,87,5.8,0.0,10464.2
59304,20220605201434,20.1,1007.1,32,261,12.4,0.7,10170.8
59306,20220605201434,20.9,1016.7,23,124,6.9,0.4,10110.6
59310,20220605201434,6.4,1014.5,77,287,7.7,0.0,10338.2
59316,20220605201434,25.9,1011.6,38,197,0.3,0.5,10450.5
59317,20220605201434,8.9,1005.6,88,126,14.0,1.5,10434.8
59324,20220605201434,0.9,1020.8,15,54,9.6,0.4,10357.2
59456,20220605201434,13.0,1019.1,52,122,5.1,0.4,10371.1
59462,20220605201434,9.3,1015.4,42,29,1.2,0.6,10055.9
59478,20220605201434,28.6,1000.4,3,130,2.3,1.3,10493.7
59485,20220605201434,29.9,1012.7,20,119,12.1,1.3,10297.6
59488,20220605201434,23.0,1002.6,97,36,7.2,0.7,10199.0
59493,20220605201434,14.5,1010.4,6,356,12.3,1.4,10139.0
59501,20220605201434,13.7,1015.7,84,54,8.8,0.1,10212.3
59658,20220605201434,18.0,1019.3,17,326,4.1,1.1,10132.8
59663,20220605201434,23.5,1008.8,4,175,3.9,1.1,10314.3
59664,20220605201434,26.0,1004.8,27,189,8.0,0.3,10060.5
59673,20220605201434,20.9,1022.3,83,83,0.7,0.5,10016.4
59754,20220605201434,9.2,1004.2,86,289,8.1,0.9,10031.6
57947,20220605201434,3.0,1003.8,98,238,0.6,0.8,10311.7
57957,20220605201434,34.4,1002.8,49,82,10.3,1.1,10118.1
57958,20220605201434,30.6,1025.6,50,289,3.6,1.1,10082.5
59021,20220605201434,5.5,1022.9,83,191,10.3,1.5,10037.0
59023,20220605201434,1.7,1020.6,92,20,11.1,1.2,10449.8
59027,20220605201434,19.4,1022.0,76,88,9.3,0.8,10124.2
59037,20220605201434,30.2,1024.6,86,320,5.9,0.2,10253.2
59046,20220605201434,21.6,1021.0,55,161,7.1,1.2,10497.3
59058,20220605201434,14.7,1006.3,89,291,7.6,0.0,10414.6
59065,20220605201434,1.7,1001.3,75,148,1.1,0.9,10332.4
59209,20220605201434,6.5,1001.4,63,293,3.2,1.5,10363.3
59211,20220605201434,5.6,1005.6,8,0,5.6,1.3,10120.9
59218,20220605201434,25.0,1014.2,19,53,5.3,1.0,10100.8
59228,20220605201434,12.7,1004.6,41,331,5.7,0.2,10437.1
59242,20220605201434,27.8,1011.7,60,224,14.9,0.9,10377.4
59254,20220605201434,27.7,1008.1,17,63,0.7,0.3,10359.2
59265,20220605201434,20.8,1010.2,50,114,13.6,1.1,10114.0
59417,20220605201434,21.4,1004.5,17,153,11.4,0.0,10227.8
59431,20220605201434,6.3,1019.7,77,231,14.1,1.5,10390.9
59446,20220605201434,15.2,1004.4,98,284,13.2,0.1,10200.1
59453,20220605201434,0.2,1011.8,16,208,13.2,0.4,10318.8
59626,20220605201434,34.6,1015.5,54,120,6.0,0.9,10109.3
59631,20220605201434,9.6,1023.7,30,67,9.9,0.9,10268.7
59632,20220605201434,26.6,1013.0,11,155,0.6,1.5,10056.8
59644,20220605201434,14.8,1005.5,60,321,1.8,0.6,10446.6
59647,20220605201434,30.3,1017.2,96,260,2.7,1.2,10132.9
56691,20220605201434,15.6,1011.0,18,314,4.7,0.3,10200.5
56693,20220605201434,14.5,1020.1,57,132,0.1,0.2,10340.4
56792,20220605201434,19.7,1005.5,40,219,5.2,1.0,10191.1
56793,20220605201434,31.9,1016.6,22,332,6.8,0.0,10307.8
57606,20220605201434,32.1,1011.7,78,144,3.7,0.3,10375.9
57614,20220605201434,31.5,1011.4,17,125,10.2,0.8,10374.3
57625,20220605201434,0.8,1001.5,58,223,6.5,0.0,10397.5
57647,20220605201434,5.2,1006.8,96,270,2.4,1.3,10326.5
57707,20220605201434,3.9,1025.2,61,351,5.6,0.9,10363.1
57710,20220605201434,12.4,1019.6,31,312,8.2,1.0,10406.1
57712,20220605201434,4.7,1000.7,96,109,11.2,0.8,10368.7
57718,20220605201434,4.6,1023.7,20,69,5.0,1.5,10001.9
57722,20220605201434,9.0,1018.3,8,120,12.7,0.3,10478.3
57729,20220605201434,7.9,1012.8,43,329,14.5,0.8,10174.8
57731,20220605201434,31.7,1026.2,80,344,14.4,1.4,10072.1
57741,20220605201434,32.5,1002.5,11,336,3.2,0.1,10456.1
57803,20220605201434,16.6,1017.5,30,20,8.8,0.0,10033.5
57805,20220605201434,15.3,1011.2,96,122,11.6,0.1,10459.4
57806,20220605201434,13.0,1023.2,94,292,13.4,1.2,10278.2
57816,20220605201434,20.8,1003.0,63,137,8.0,1.2,10453.3
57825,20220605201434,11.9,1014.8,64,238,5.8,0.0,10093.3
57827,20220605201434,0.7,1005.6,91,257,8.8,0.9,10160.1
57832,20220605201434,19.3,1004.9,3,269,8.8,0.3,10014.0
57839,20220605201434,14.9,1015.8,72,186,7.3,0.9,10462.9
57840,20220605201434,12.7,1008.2,74,39,2.0,0.4,10029.2
57902,20220605201434,18.1,1000.7,28,141,6.3,0.5,10366.3
57906,20220605201434,15.6,1013.9,22,70,2.9,0.0,10470.6
57907,20220605201434,8.8,1011.8,99,174,4.7,0.5,10490.6
57910,20220605201434,26.2,1022.1,49,190,11.8,0.1,10001.4
57912,20220605201434,2.5,1013.4,72,171,4.1,0.2,10087.4
57916,20220605201434,2.5,1016.6,56,233,2.0,0.0,10412.3
57922,20220605201434,5.0,1022.2,8,173,2.8,0.1,10243.8
57926,20220605201434,2.8,1009.3,73,171,13.7,0.0,10129.4
57932,20220605201434,22.0,1006.0,84,138,0.4,1.0,10170.5
59758,20220605201434,3.1,1011.4,26,126,2.2,1.2,10467.6
59838,20220605201434,13.0,1014.9,96,106,11.1,0.2,10405.9
59845,20220605201434,14.9,1008.9,40,168,14.2,1.5,10017.2
59849,20220605201434,31.9,1025.0,2,9,13.0,1.2,10105.4
59855,20220605201434,7.8,1019.7,61,125,4.7,1.3,10353.7
59948,20220605201434,34.2,1022.0,64,74,12.9,1.0,10377.3
59954,20220605201434,9.4,1019.7,33,334,3.1,0.7,10121.6
59981,20220605201434,7.5,1002.1,75,107,12.3,0.0,10067.5
53399,20220605201434,17.2,1007.4,88,131,0.9,0.7,10336.5
53593,20220605201434,15.2,1017.1,22,357,10.8,0.0,10240.6
53698,20220605201434,6.0,1014.4,6,290,11.6,0.1,10152.5
53798,20220605201434,21.4,1005.5,71,244,5.3,0.9,10256.9
54308,20220605201434,20.1,1006.3,32,2,8.9,0.2,10058.4
54311,20220605201434,23.0,1025.4,4,326,10.8,1.2,10399.6
54401,20220605201434,23.1,1009.2,77,146,11.1,0.9,10334.1
54405,20220605201434,6.3,1020.7,5,88,8.9,1.0,10416.8
54423,20220605201434,13.1,1014.9,89,80,9.4,0.0,10417.5
54429,20220605201434,12.8,1000.7,81,34,1.4,1.5,10221.6
54436,20220605201434,21.0,1004.1,78,270,2.6,0.1,10474.6
54449,20220605201434,33.6,1009.8,37,319,1.2,0.0,10039.8
54518,20220605201434,25.2,1008.5,53,147,8.6,0.1,10258.3
54534,20220605201434,4.3,1004.0,74,117,10.7,1.4,10436.7
54535,20220605201434,13.3,1015.9,97,145,5.3,0.5,10164.1
54539,20220605201434,14.2,1016.5,89,208,2.0,1.3,10286.1
54602,20220605201434,11.8,1015.0,88,269,8.2,1.1,10339.5
54606,20220605201434,19.6,1002.6,56,282,5.1,0.0,10405.7
54618,20220605201434,7.3,1002.1,27,152,7.6,0.7,10290.9
54624,20220605201434,7.3,1007.0,71,350,8.3,0.2,10014.8
54705,20220605201434,7.6,1017.0,19,248,0.1,1.3,10109.4
53898,20220605201434,13.5,1020.5,66,124,13.7,0.8,10287.9
53986,20220605201434,12.5,1026.3,30,331,3.9,0.4,10341.5
57051,20220605201434,10.7,1022.3,67,288,3.3,0.8,10369.3
57067,20220605201434,28.4,1020.8,42,62,13.4,1.1,10294.5
57071,20220605201434,27.4,1015.3,93,292,2.0,0.9,10474.1
57077,20220605201434,14.8,1000.7,88,128,8.5,0.5,10086.7
57083,20220605201434,34.6,1004.2,36,22,6.0,1.3,10469.1
57084,20220605201434,32.5,1011.3,54,14,4.2,0.2,10191.6
57089,20220605201434,32.6,1022.0,51,33,2.5,0.6,10098.3
57091,20220605201434,18.3,1024.4,67,195,3.6,1.4,10077.7
57156,20220605201434,3.2,1001.0,7,207,10.2,1.4,10109.4
57178,20220605201434,33.4,1005.7,85,171,9.3,0.1,10056.3
57181,20220605201434,29.4,1010.8,66,123,9.0,0.0,10098.7
57193,20220605201434,28.6,1013.2,66,242,11.8,0.0,10039.3
57285,20220605201434,22.6,1015.3,25,229,1.3,0.7,10170.7
57290,20220605201434,27.5,1015.7,71,13,12.6,1.4,10177.4
57297,20220605201434,16.8,1023.0,23,226,8.0,1.5,10145.3
58005,20220605201434,6.2,1000.7,98,247,2.0,0.3,10409.9
58111,20220605201434,21.6,1022.5,72,45,13.3,0.0,10017.8
58208,20220605201434,3.3,1000.6,4,207,1.0,1.0,10296.5
50136,20220605201434,29.2,1004.9,97,198,13.2,1.4,10390.4
50246,20220605201434,34.1,1020.5,87,285,6.7,0.7,10300.1
50247,20220605201434,4.2,1013.1,75,248,14.3,1.4,10242.7
50349,20220605201434,3.1,1000.4,100,136,2.7,1.5,10342.5
50353,20220605201434,20.5,1001.8,96,45,1.9,0.0,10137.8
50442,20220605201434,2.8,1002.9,53,244,7.4,1.0,10471.1
50468,20220605201434,33.8,1010.6,74,333,7.0,1.2,10483.5
50557,20220605201434,30.7,1020.1,87,24,14.2,0.2,10040.7
50564,20220605201434,0.1,1006.0,69,78,3.0,0.3,10031.3
50656,20220605201434,7.3,1015.9,72,21,12.6,0.3,10200.6
50658,20220605201434,31.8,1015.8,19,296,13.6,1.5,10175.2
50674,20220605201434,17.3,1006.4,44,164,13.7,0.6,10244.8
50739,20220605201434,21.9,1001.7,45,290,6.9,1.2,10126.5
50742,20220605201434,27.0,1022.0,97,350,9.1,1.1,10051.8
50745,20220605201434,5.5,1009.7,21,140,0.5,0.6,10304.6
50756,20220605201434,28.2,1011.2,99,220,12.3,0.6,10216.6
50758,20220605201434,9.0,1022.6,45,300,4.8,0.8,10253.2
50774,20220605201434,3.6,1020.0,52,88,13.5,1.1,10425.7
50778,20220605201434,34.1,1007.1,23,46,10.8,1.4,10223.0
50788,20220605201434,3.6,1005.8,35,337,6.5,0.1,10235.8
50844,20220605201434,31.4,1018.9,34,179,10.5,0.9,10127.0
50853,20220605201434,17.8,1025.4,36,284,12.4,1.4,10042.3
50854,20220605201434,5.9,1002.8,11,140,5.4,0.4,10057.4
50862,20220605201434,7.4,1018.2,57,20,11.0,0.2,10249.1
50873,20220605201434,6.8,1008.2,99,175,5.8,1.5,10004.4
50877,20220605201434,26.8,1000.2,12,300,3.4,0.2,10407.6
50888,20220605201434,30.6,1001.1,37,132,7.4,1.5,10461.1
50950,20220605201434,0.1,1025.3,3,336,6.0,0.6,10228.3
50953,20220605201434,14.3,1015.2,19,337,3.0,1.2,10252.1
50955,20220605201434,10.9,1007.7,85,124,11.6,1.5,10426.5
50963,20220605201434,4.2,1025.8,22,23,7.9,1.3,10390.0
50968,20220605201434,15.8,1006.5,52,87,4.4,1.3,10464.4
50973,20220605201434,17.9,1001.0,12,357,11.7,1.3,10300.2
50978,20220605201434,4.8,1020.5,44,318,10.2,1.1,10092.3
50983,20220605201434,19.4,1021.4,71,1,1.7,1.1,10477.3
54094,20220605201434,26.6,1024.8,72,17,1.5,1.4,10146.3
54096,20220605201434,31.1,1023.4,80,156,4.6,0.2,10326.8
57251,20220605201434,32.2,1020.4,72,153,2.6,1.5,10162.4
57256,20220605201434,29.7,1000.4,98,210,11.9,1.1,10166.3
57259,20220605201434,4.9,1022.1,8,277,11.6,1.4,10341.7
57265,20220605201434,30.0,1004.9,39,243,13.3,1.3,10325.9
57278,20220605201434,12.6,1003.2,57,215,3.8,1.5,10379.8
57279,20220605201434,16.4,1026.4,64,146,8.9,0.0,10122.0
57355,20220605201434,0.1,1023.4,21,246,9.0,0.3,10331.7
57358,20220605201434,18.0,1009.3,31,112,1.2,0.9,10269.0
57359,20220605201434,5.7,1003.5,99,219,0.4,0.2,10093.3
57363,20220605201434,10.8,1014.8,87,0,3.0,0.9,10135.2
57378,20220605201434,18.8,1015.9,56,79,3.9,0.7,10127.3
57381,20220605201434,19.9,1003.2,62,162,1.2,0.4,10386.5
57395,20220605201434,6.7,1015.3,74,313,0.5,1.5,10256.7
57399,20220605201434,18.4,1021.2,32,344,11.2,0.1,10031.8
57439,20220605201434,20.8,1019.7,24,43,12.8,1.0,10013.8
57445,20220605201434,31.2,1005.8,73,161,5.8,0.9,10097.4
57447,20220605201434,8.2,1015.0,30,275,4.0,0.2,10419.2
57458,20220605201434,5.8,1006.2,78,168,10.6,0.8,10114.2
57461,20220605201434,15.8,1011.2,30,23,9.6,0.5,10490.6
57476,20220605201434,26.5,1016.6,74,226,13.7,1.3,10124.2
57482,20220605201434,24.9,1017.5,43,77,10.8,1.1,10472.8
57483,20220605201434,8.2,1012.2,38,156,0.4,1.4,10022.5
57493,20220605201434,24.3,1018.9,70,141,5.4,0.6,10072.3
57494,20220605201434,22.3,1004.6,75,29,13.3,0.3,10167.5
57545,20220605201434,8.5,1014.1,76,217,2.7,0.2,10361.6
57573,20220605201434,32.1,1005.8,52,185,2.1,0.5,10016.5
57581,20220605201434,21.5,1020.5,87,90,8.0,0.7,10323.8
57583,20220605201434,32.4,1022.1,20,358,5.7,0.9,10207.4
57595,20220605201434,4.7,1007.7,97,24,4.3,1.5,10115.1
58402,20220605201434,10.0,1017.9,21,167,8.5,1.5,10033.2
58407,20220605201434,25.1,1017.2,76,115,6.8,0.9,10271.4
58500,20220605201434,19.1,1016.6,53,108,12.7,0.7,10009.4
57554,20220605201434,31.1,1025.1,47,269,6.8,0.2,10356.7
57562,20220605201434,31.2,1003.9,80,24,10.5,1.5,10394.7
57574,20220605201434,17.8,1020.6,85,348,8.9,0.7,10151.8
57584,20220605201434,16.7,1018.0,66,221,4.8,1.0,10472.1
57642,20220605201434,11.8,1021.8,28,321,1.4,1.0,10302.7
57649,20220605201434,18.4,1009.5,89,36,8.6,1.1,10411.3
57655,20220605201434,24.3,1021.2,72,284,9.8,0.4,10181.3
57662,20220605201434,9.8,1006.2,74,238,4.4,1.4,10152.8
57669,20220605201434,4.7,1024.5,61,199,0.4,0.0,10037.1
57671,20220605201434,10.6,1007.1,76,325,13.6,0.3,10016.9
57673,20220605201434,31.9,1009.9,82,47,0.6,0.0,10435.2
57679,20220605201434,17.7,1001.2,41,284,8.2,1.3,10186.5
57682,20220605201434,2.4,1016.9,7,99,11.6,0.3,10431.5
57687,20220605201434,10.5,1020.1,72,3,2.7,0.3,10018.1
57745,20220605201434,14.6,1014.2,50,40,14.7,0.6,10453.4
57749,20220605201434,25.2,1005.1,16,310,0.1,0.7,10272.6
57752,20220605201434,13.1,1025.1,3,119,12.7,0.4,10111.9
57758,20220605201434,32.7,1021.4,22,116,9.2,0.0,10430.1
57761,20220605201434,9.6,1024.1,8,27,10.6,0.8,10120.5
57766,20220605201434,8.5,1016.0,92,308,2.8,1.4,10335.0
57774,20220605201434,10.4,1024.3,79,314,3.4,0.4,10275.3
57776,20220605201434,12.0,1016.7,57,97,7.4,0.1,10144.6
57779,20220605201434,28.0,1019.2,33,98,1.3,1.1,10032.1
57780,20220605201434,2.6,1015.9,9,334,4.1,0.3,10433.3
57841,20220605201434,17.5,1015.9,7,181,2.3,1.2,10259.6
57845,20220605201434,19.9,1002.6,42,293,11.0,0.6,10247.6
57853,20220605201434,30.8,1015.7,56,283,14.9,0.7,10104.8
57857,20220605201434,12.2,1004.0,23,326,7.9,0.2,10431.2
57860,20220605201434,4.6,1001.4,97,203,9.3,1.4,10226.3
57866,20220605201434,15.3,1013.3,65,0,10.6,0.1,10117.3
57872,20220605201434,0.6,1022.2,88,243,13.5,1.4,10170.6
57874,20220605201434,27.3,1021.6,4,71,6.1,0.5,10047.0
57889,20220605201434,33.6,1024.7,52,274,9.1,1.1,10173.1
57965,20220605201434,6.3,1023.1,55,315,13.9,1.4,10046.3
57972,20220605201434,25.4,1026.2,93,71,3.5,1.1,10348.3
57974,20220605201434,32.1,1005.3,77,198,0.6,1.1,10070.3
50936,20220605201434,7.4,1008.6,53,41,11.4,1.5,10179.5
50945,20220605201434,28.4,1000.0,38,194,5.1,1.5,10079.3
50948,20220605201434,5.8,1007.3,90,67,4.0,0.2,10325.2
50949,20220605201434,19.0,1023.3,18,169,8.9,0.5,10466.8
54041,20220605201434,16.4,1011.5,23,275,3.1,1.0,10476.9
54049,20220605201434,9.2,1015.7,57,215,2.9,0.1,10140.9
54063,20220605201434,22.5,1026.3,56,164,0.3,0.9,10317.4
54064,20220605201434,27.8,1016.1,62,253,9.6,1.4,10184.8
54142,20220605201434,2.3,1005.4,35,341,9.9,1.2,10061.9
54157,20220605201434,30.4,1006.2,77,208,11.1,1.2,10499.9
54161,20220605201434,20.1,1015.2,37,264,6.7,0.0,10215.9
54165,20220605201434,23.2,1022.4,12,196,2.0,0.5,10411.6
54171,20220605201434,27.2,1000.8,16,204,12.7,0.6,10112.1
54181,20220605201434,1.6,1016.5,34,139,14.5,1.3,10303.0
54186,20220605201434,20.5,1006.9,75,299,2.3,1.0,10108.6
54195,20220605201434,12.2,1013.6,77,183,4.5,1.1,10128.3
54260,20220605201434,6.3,1005.5,73,316,6.4,1.2,10430.9
54263,20220605201434,20.1,1025.5,78,72,5.2,0.2,10458.2
54266,20220605201434,8.3,1005.3,23,334,1.9,0.0,10208.0
54273,20220605201434,3.1,1020.5,81,126,1.9,1.2,10307.0
54276,20220605201434,16.9,1026.4,34,24,5.6,1.3,10290.2
54284,20220605201434,32.8,1012.0,13,296,3.7,0.5,10129.8
54285,20220605201434,33.4,1008.0,72,309,7.8,0.9,10285.2
54286,20220605201434,16.1,1020.3,1,73,10.5,0.9,10326.2
54292,20220605201434,9.4,1024.4,33,1,8.5,0.5,10154.7
54363,20220605201434,12.8,1013.8,50,58,2.0,0.9,10115.5
54374,20220605201434,23.0,1025.4,75,312,10.9,0.5,10475.0
54377,20220605201434,1.9,1001.9,90,187,13.9,1.3,10012.2
54386,20220605201434,1.7,1015.9,12,91,6.6,0.0,10140.7
58026,20220605201434,29.0,1026.1,42,247,8.6,1.0,10139.2
58027,20220605201434,15.3,1025.1,53,21,5.7,0.7,10253.6
58038,20220605201434,27.4,1021.3,19,346,2.3,0.3,10339.5
58040,20220605201434,11.4,1021.4,27,309,7.5,1.3,10237.0
58047,20220605201434,7.5,1008.8,98,285,9.7,1.1,10466.4
58130,20220605201434,12.0,1000.9,63,64,3.3,1.1,10302.8
58135,20220605201434,29.7,1013.6,91,129,7.6,1.3,10332.9
58138,20220605201434,27.0,1015.0,61,284,7.1,1.0,10106.2
58141,20220605201434,10.5,1002.3,59,340,1.3,0.0,10397.0
58143,20220605201434,5.9,1007.7,83,196,2.6,0.4,10149.6
58150,20220605201434,21.9,1011.6,59,164,0.9,0.4,10064.2
58158,20220605201434,3.8,1000.6,33,297,13.4,0.8,10377.9
58238,20220605201434,28.6,1013.3,80,164,11.1,0.9,10364.9
58241,20220605201434,11.5,1023.5,83,137,14.4,0.8,10225.9
58251,20220605201434,17.2,1022.4,26,94,12.2,0.3,10208.3
58252,20220605201434,5.4,1023.1,56,38,9.9,1.5,10443.9
58255,20220605201434,30.2,1011.2,10,191,6.7,1.2,10115.6
58259,20220605201434,24.5,1015.7,93,286,12.5,0.7,10305.1
58265,20220605201434,10.1,1009.6,29,192,5.2,1.4,10265.7
58343,20220605201434,11.2,1011.9,70,247,2.7,0.1,10433.9
58345,20220605201434,31.3,1003.4,85,30,14.8,0.9,10408.0
58354,20220605201434,17.6,1011.8,2,257,11.3,1.3,10374.5
58356,20220605201434,20.8,1015.0,100,237,11.2,1.2,10324.7
58358,20220605201434,27.0,1009.4,30,121,2.5,0.6,10364.2
57598,20220605201434,8.6,1018.3,30,352,14.0,0.2,10472.0
57696,20220605201434,11.1,1002.9,97,196,4.3,1.3,10351.9
57789,20220605201434,4.8,1017.7,58,326,6.3,1.3,10316.1
57793,20220605201434,31.1,1015.4,6,203,7.5,0.6,10133.7
57799,20220605201434,5.8,1024.5,38,115,6.0,0.3,10342.8
57894,20220605201434,1.1,1018.3,83,69,14.2,0.6,10015.4
57896,20220605201434,28.8,1022.9,51,325,7.1,1.2,10110.4
57993,20220605201434,20.1,1011.4,48,15,0.8,0.0,10448.9
58506,20220605201434,19.7,1007.4,49,235,7.6,1.3,10229.0
