站点代码,数据时间,气温,气压,相对湿度,风向,风速,降雨量,能见度
59293,20220607203828,8.7,1017.1,47,127,2.5,0.7,10107.9
59294,20220607203828,8.4,1025.8,14,24,8.6,1.0,10156.9
59298,20220607203828,5.8,1025.6,64,148,4.2,0.8,10101.2
59303,20220607203828,9.2,1015.9,75,237,9.3,1.2,10275.0
59304,20220607203828,29.9,1002.3,51,207,3.1,1.3,10257.3
59306,20220607203828,33.5,1008.5,38,291,12.5,0.6,10294.0
59310,20220607203828,2.6,1018.5,42,91,13.6,1.3,10342.3
59316,20220607203828,9.2,1022.7,75,30,9.9,0.5,10045.3
59317,20220607203828,28.0,1018.9,89,93,9.7,0.3,10125.2
59324,20220607203828,9.2,1021.5,80,56,0.2,0.8,10282.6
59456,20220607203828,28.7,1016.4,16,233,2.9,0.9,10295.5
59462,20220607203828,11.9,1015.9,97,58,12.3,1.1,10066.1
59478,20220607203828,26.2,1019.4,56,218,9.3,0.0,10124.3
59485,20220607203828,31.7,1007.9,9,182,2.9,0.7,10156.7
59488,20220607203828,9.2,1022.6,67,82,2.7,1.0,10002.2
59493,20220607203828,27.6,1020.6,65,296,10.5,0.4,10063.4
59501,20220607203828,26.5,1009.0,36,195,0.9,0.7,10108.9
59658,20220607203828,31.6,1000.9,42,208,12.8,0.2,10018.0
59663,20220607203828,24.8,1023.2,30,52,14.5,0.7,10105.3
59664,20220607203828,22.6,1024.6,15,303,12.4,1.0,10350.6
59673,20220607203828,5.0,1017.0,87,82,12.6,1.4,10185.9
59754,20220607203828,29.5,1006.7,95,214,5.6,0.8,10320.9
57947,20220607203828,6.5,1000.3,66,115,2.5,0.2,10264.3
57957,20220607203828,4.2,1016.8,46,5,2.7,0.7,10365.3
57958,20220607203828,10.9,1023.9,41,5,13.0,0.6,10222.9
59021,20220607203828,11.9,1003.2,17,315,11.9,0.6,10231.4
59023,20220607203828,25.1,1011.5,33,35,3.8,0.5,10194.8
59027,20220607203828,5.0,1010.3,2,9,13.8,0.3,10455.6
59037,20220607203828,11.2,1008.5,16,211,5.2,0.7,10408.6
59046,20220607203828,18.9,1014.0,4,2,4.0,1.1,10257.3
59058,20220607203828,29.5,1003.5,80,169,8.8,1.5,10088.9
59065,20220607203828,23.7,1017.0,20,204,5.5,0.0,10073.2
59209,20220607203828,32.9,1025.9,21,343,13.2,0.7,10034.1
59211,20220607203828,2.5,1024.7,91,230,12.9,0.1,10359.8
59218,20220607203828,15.4,1025.3,2,81,10.3,0.4,10226.1
59228,20220607203828,27.6,1024.8,79,62,0.5,0.1,10135.8
59242,20220607203828,31.3,1001.0,1,238,4.1,0.4,10175.5
59254,20220607203828,7.4,1005.7,60,349,5.1,0.1,10307.8
59265,20220607203828,34.8,1006.8,44,170,11.6,0.9,10085.5
59417,20220607203828,10.9,1022.0,6,305,12.1,1.1,10429.1
59431,20220607203828,15.0,1003.0,6,59,0.5,0.1,10276.4
59446,20220607203828,33.5,1007.9,75,32,13.6,0.5,10066.7
59453,20220607203828,3.7,1016.4,66,150,13.2,1.2,10232.1
59626,20220607203828,27.3,1008.3,56,121,8.1,0.0,10109.3
59631,20220607203828,2.5,1007.5,78,20,3.2,0.3,10165.4
59632,20220607203828,7.6,1017.0,21,196,12.0,1.4,10085.9
59644,20220607203828,22.4,1022.4,46,188,6.5,0.2,10034.7
59647,20220607203828,17.3,1001.1,91,39,2.6,1.3,10400.8
56691,20220607203828,24.8,1007.2,12,91,10.4,1.3,10381.4
56693,20220607203828,19.7,1014.4,64,264,1.6,0.0,10271.1
56792,20220607203828,5.2,1023.5,25,257,1.0,0.2,10382.9
56793,20220607203828,24.3,1004.2,16,325,10.3,0.1,10146.8
57606,20220607203828,13.3,1015.7,98,199,5.9,0.1,10007.3
57614,20220607203828,6.4,1009.7,96,52,12.6,0.2,10136.1
57625,20220607203828,14.8,1005.9,42,1,7.5,1.0,10372.9
57647,20220607203828,19.3,1015.3,76,182,7.0,0.6,10288.6
57707,20220607203828,1.6,1003.2,65,228,4.9,1.3,10364.1
57710,20220607203828,4.0,1008.9,3,75,7.6,0.9,10494.3
57712,20220607203828,13.1,1025.3,58,37,10.4,0.6,10352.5
57718,20220607203828,18.2,1009.6,9,346,0.4,1.5,10090.5
57722,20220607203828,31.0,1011.2,69,353,7.4,1.2,10128.3
57729,20220607203828,31.6,1010.1,13,57,7.2,1.5,10330.6
57731,20220607203828,33.2,1013.4,41,103,7.2,0.1,10003.3
57741,20220607203828,0.9,1024.8,83,18,11.6,0.2,10490.2
57803,20220607203828,21.4,1019.7,59,218,10.4,0.2,10465.5
57805,20220607203828,5.9,1022.3,17,195,11.1,0.8,10442.0
57806,20220607203828,17.4,1024.8,58,54,0.8,0.5,10054.6
57816,20220607203828,15.9,1024.9,43,31,4.9,1.3,10084.9
57825,20220607203828,12.3,1024.7,100,308,4.7,0.5,10142.7
57827,20220607203828,33.1,1017.9,42,202,0.4,0.1,10434.0
57832,20220607203828,9.4,1020.8,35,321,3.1,1.1,10112.8
57839,20220607203828,14.2,1022.2,26,14,9.3,0.0,10467.4
57840,20220607203828,17.5,1018.5,60,270,11.4,0.6,10383.0
57902,20220607203828,11.0,1020.4,38,253,6.1,1.0,10082.8
57906,20220607203828,6.2,1007.3,37,121,2.6,1.4,10043.4
57907,20220607203828,8.8,1002.3,70,321,10.8,1.5,10266.4
57910,20220607203828,31.2,1008.7,65,216,6.4,0.4,10034.8
57912,20220607203828,13.3,1015.4,57,190,10.4,0.9,10298.2
57916,20220607203828,20.7,1008.9,55,42,6.4,0.6,10478.0
57922,20220607203828,14.2,1015.3,98,221,2.8,0.7,10189.0
57926,20220607203828,11.0,1003.6,82,90,13.5,0.2,10488.4
57932,20220607203828,30.7,1013.7,45,17,5.6,0.8,10013.6
59758,20220607203828,15.8,1019.6,27,167,2.2,0.4,10060.3
59838,20220607203828,27.5,1008.1,26,100,13.6,0.3,10275.2
59845,20220607203828,17.1,1010.4,89,255,6.2,0.5,10009.3
59849,20220607203828,31.2,1020.4,84,358,4.3,1.1,10485.8
59855,20220607203828,29.5,1013.9,48,12,12.7,0.9,10040.0
59948,20220607203828,33.2,1017.6,55,137,12.9,0.3,10288.6
59954,20220607203828,20.2,1013.6,52,31,10.2,0.7,10026.9
59981,20220607203828,16.5,1017.9,84,45,3.4,0.2,10226.9
53399,20220607203828,16.8,1001.4,92,319,7.9,1.0,10049.8
53593,20220607203828,27.0,1022.0,37,18,7.1,1.4,10115.1
53698,20220607203828,30.5,1003.3,14,307,13.0,0.8,10479.4
53798,20220607203828,34.4,1004.2,90,321,7.1,0.9,10480.0
54308,20220607203828,25.3,1012.3,83,17,14.3,0.5,10251.5
54311,20220607203828,12.1,1014.5,13,112,3.0,1.2,10086.3
54401,20220607203828,0.4,1008.2,39,174,11.6,0.7,10400.7
54405,20220607203828,23.5,1024.9,74,244,2.6,0.6,10331.6
54423,20220607203828,31.3,1001.2,5,225,8.3,1.4,10387.6
54429,20220607203828,17.9,1025.6,63,102,2.8,1.5,10428.6
54436,20220607203828,11.5,1019.5,30,272,12.0,0.7,10134.2
54449,20220607203828,26.0,1026.2,42,286,4.1,0.6,10225.8
54518,20220607203828,20.9,1020.3,9,36,6.6,1.2,10035.5
54534,20220607203828,30.3,1005.5,20,59,11.3,0.2,10256.1
54535,20220607203828,0.9,1026.4,20,131,3.6,0.8,10178.7
54539,20220607203828,25.8,1002.9,36,84,4.3,1.2,10099.1
54602,20220607203828,29.2,1017.4,54,285,2.2,0.5,10042.8
54606,20220607203828,0.8,1006.5,100,41,2.5,1.5,10466.6
54618,20220607203828,23.1,1003.6,54,159,1.0,1.3,10393.8
54624,20220607203828,33.4,1008.0,47,105,9.7,0.9,10418.5
54705,20220607203828,9.8,1025.4,81,157,5.3,1.3,10494.8
53898,20220607203828,31.4,1006.1,9,88,2.3,0.4,10218.6
53986,20220607203828,17.7,1006.7,35,118,13.0,0.4,10463.6
57051,20220607203828,5.7,1015.5,100,20,9.2,1.4,10072.5
57067,20220607203828,18.0,1008.9,96,142,14.1,1.1,10478.2
57071,20220607203828,26.7,1002.7,46,194,6.0,1.0,10369.2
57077,20220607203828,3.8,1020.7,10,123,14.1,1.1,10348.1
57083,20220607203828,1.3,1002.0,91,43,10.2,0.5,10012.9
57084,20220607203828,34.6,1021.2,50,218,1.9,0.0,10049.8
57089,20220607203828,2.0,1023.3,32,188,3.7,0.9,10056.4
57091,20220607203828,30.8,1003.8,83,202,4.5,1.5,10299.9
57156,20220607203828,12.9,1010.1,39,239,12.4,0.4,10011.1
57178,20220607203828,27.5,1012.4,78,225,5.7,0.6,10369.0
57181,20220607203828,5.9,1011.4,37,160,14.9,0.0,10090.4
57193,20220607203828,6.9,1016.4,36,177,13.2,0.5,10013.4
57285,20220607203828,10.2,1017.5,89,175,4.7,0.6,10046.2
57290,20220607203828,9.4,1012.9,49,171,12.4,0.9,10383.9
57297,20220607203828,6.2,1026.4,94,353,3.0,1.3,10120.3
58005,20220607203828,0.9,1019.6,54,148,10.2,0.9,10270.5
58111,20220607203828,29.4,1018.0,78,223,7.1,1.0,10361.5
58208,20220607203828,3.2,1024.9,5,243,10.1,1.2,10161.7
50136,20220607203828,17.8,1002.2,76,240,13.8,1.2,10372.5
50246,20220607203828,17.7,1004.2,79,220,5.5,0.7,10194.4
50247,20220607203828,10.4,1008.1,28,144,13.7,0.8,10138.8
50349,20220607203828,11.2,1008.9,39,108,6.9,0.3,10034.3
50353,20220607203828,12.0,1003.1,70,109,13.3,0.1,10341.8
50442,20220607203828,33.7,1010.5,35,200,1.7,0.8,10448.6
50468,20220607203828,19.4,1019.7,14,253,7.6,1.2,10422.2
50557,20220607203828,9.3,1006.9,38,241,2.5,1.2,10167.3
50564,20220607203828,24.5,1002.8,25,248,12.4,0.1,10375.6
50656,20220607203828,19.2,1018.3,79,79,10.6,0.8,10256.6
50658,20220607203828,21.6,1025.3,65,158,7.8,0.1,10454.0
50674,20220607203828,25.6,1013.2,14,7,12.1,1.4,10366.3
50739,20220607203828,29.6,1004.1,94,173,0.1,0.9,10306.4
50742,20220607203828,29.7,1017.2,32,84,10.3,0.5,10022.7
50745,20220607203828,20.6,1000.4,40,332,10.4,0.7,10460.5
50756,20220607203828,9.0,1016.4,19,238,10.6,1.5,10156.0
50758,20220607203828,15.0,1026.2,50,148,1.0,0.2,10305.1
50774,20220607203828,29.1,1018.6,35,138,2.4,0.9,10150.1
50778,20220607203828,3.7,1011.4,42,216,5.3,0.4,10438.6
50788,20220607203828,25.1,1010.2,56,234,2.4,1.4,10447.2
50844,20220607203828,9.2,1001.5,43,252,8.9,0.3,10452.6
50853,20220607203828,5.2,1001.1,66,262,4.9,0.7,10406.3
50854,20220607203828,13.3,1000.9,27,42,9.8,0.7,10389.8
50862,20220607203828,17.6,1006.0,64,112,8.9,1.4,10356.9
50873,20220607203828,23.4,1011.4,44,190,10.2,0.1,10011.0
50877,20220607203828,3.5,1003.0,7,321,11.8,0.3,10470.8
50888,20220607203828,28.2,1024.7,56,323,4.1,0.5,10130.2
50950,20220607203828,3.1,1003.6,37,72,10.3,0.7,10103.8
50953,20220607203828,17.5,1017.5,16,140,11.6,1.4,10082.9
50955,20220607203828,17.9,1023.2,77,170,12.8,1.4,10491.0
50963,20220607203828,22.6,1009.3,8,346,12.7,1.0,10220.1
50968,20220607203828,1.9,1019.6,9,210,9.7,0.4,10274.7
50973,20220607203828,17.4,1021.8,13,286,12.0,1.5,10030.1
50978,20220607203828,18.8,1024.5,21,305,3.7,0.0,10357.8
50983,20220607203828,16.0,1002.0,71,216,8.5,0.9,10274.7
54094,20220607203828,6.9,1017.2,97,322,13.8,0.4,10218.9
54096,20220607203828,4.4,1008.8,100,119,5.3,1.1,10162.1
57251,20220607203828,28.7,1009.1,97,259,13.1,0.4,10225.1
57256,20220607203828,15.1,1013.7,84,168,4.7,1.4,10249.7
57259,20220607203828,12.1,1020.8,91,278,7.7,1.1,10466.6
57265,20220607203828,2.6,1019.0,77,104,5.0,0.4,10284.8
57278,20220607203828,14.8,1015.7,82,156,3.0,0.5,10303.0
57279,20220607203828,15.3,1017.2,57,314,1.4,1.2,10255.6
57355,20220607203828,30.6,1024.3,31,157,8.3,1.2,10147.7
57358,20220607203828,18.5,1019.1,80,308,5.9,0.7,10410.0
57359,20220607203828,8.0,1000.1,77,85,7.1,0.9,10407.0
57363,20220607203828,11.9,1019.8,34,217,3.8,1.4,10442.9
57378,20220607203828,11.8,1013.9,78,136,8.2,1.5,10408.6
57381,20220607203828,23.4,1013.1,13,138,4.5,0.3,10288.3
57395,20220607203828,5.6,1005.2,41,17,8.0,0.0,10124.0
57399,20220607203828,19.6,1023.8,29,215,6.8,0.9,10358.5
57439,20220607203828,20.5,1001.0,76,151,8.9,0.8,10460.1
57445,20220607203828,1.0,1025.8,46,299,9.6,1.3,10042.8
57447,20220607203828,9.0,1022.1,77,207,5.0,0.8,10379.2
57458,20220607203828,18.4,1001.5,100,12,1.5,0.7,10176.9
57461,20220607203828,20.9,1012.8,12,332,10.0,1.4,10162.6
57476,20220607203828,27.7,1023.2,83,143,5.7,1.5,10145.1
57482,20220607203828,3.9,1009.7,25,317,13.8,0.4,10386.3
57483,20220607203828,3.9,1009.4,10,340,5.6,1.3,10184.4
57493,20220607203828,25.1,1025.0,44,116,8.3,0.6,10444.2
57494,20220607203828,20.0,1011.2,4,216,13.6,0.6,10358.8
57545,20220607203828,20.3,1005.5,99,151,5.2,1.0,10015.6
57573,20220607203828,10.7,1021.6,93,234,4.7,1.4,10366.8
57581,20220607203828,16.6,1014.0,12,226,5.5,0.3,10475.0
57583,20220607203828,14.3,1012.1,84,307,5.6,0.3,10138.2
57595,20220607203828,9.0,1001.2,99,40,14.2,0.4,10457.4
58402,20220607203828,1.6,1019.2,92,121,5.1,0.3,10410.0
58407,20220607203828,6.2,1014.4,84,74,0.6,1.0,10194.1
58500,20220607203828,20.9,1018.3,16,305,6.5,0.3,10189.6
57554,20220607203828,9.7,1010.0,88,5,11.9,0.1,10143.8
57562,20220607203828,29.2,1006.6,49,110,5.8,0.7,10100.1
57574,20220607203828,2.0,1002.2,33,290,11.6,1.5,10071.6
57584,20220607203828,4.3,1024.8,97,117,6.7,1.2,10150.5
57642,20220607203828,16.6,1020.8,27,155,10.5,0.9,10258.2
57649,20220607203828,34.7,1001.2,31,297,13.8,0.2,10461.2
57655,20220607203828,20.4,1011.2,5,350,9.9,1.2,10166.1
57662,20220607203828,6.3,1000.5,89,322,1.8,1.3,10290.0
57669,20220607203828,16.1,1024.9,26,201,11.2,1.5,10320.3
57671,20220607203828,27.8,1013.1,2,193,6.9,1.1,10225.7
57673,20220607203828,22.0,1014.3,31,208,8.7,0.2,10413.6
57679,20220607203828,18.3,1015.9,44,326,2.9,0.4,10090.0
57682,20220607203828,31.8,1010.4,81,297,7.0,1.3,10225.1
57687,20220607203828,13.2,1019.4,36,23,12.5,1.2,10234.9
57745,20220607203828,15.6,1000.1,79,116,8.7,0.5,10488.7
57749,20220607203828,18.6,1023.5,36,233,12.0,0.3,10416.5
57752,20220607203828,15.9,1001.0,20,61,3.6,0.7,10467.3
57758,20220607203828,5.8,1013.2,99,332,6.6,0.9,10119.8
57761,20220607203828,32.1,1016.4,44,280,9.7,0.5,10359.5
57766,20220607203828,12.5,1008.2,65,231,2.8,0.4,10244.2
57774,20220607203828,11.0,1007.8,96,303,9.8,1.4,10158.3
57776,20220607203828,1.5,1025.1,45,352,12.5,0.6,10027.1
57779,20220607203828,33.0,1001.4,32,156,5.5,0.2,10231.2
57780,20220607203828,29.1,1011.2,29,261,8.0,0.1,10021.0
57841,20220607203828,22.3,1004.0,29,52,7.8,1.1,10369.4
57845,20220607203828,30.3,1024.2,73,264,6.0,0.4,10337.1
57853,20220607203828,12.5,1018.5,45,120,4.2,0.3,10054.0
57857,20220607203828,20.5,1025.8,98,242,10.2,0.1,10186.3
57860,20220607203828,32.7,1009.8,49,26,6.5,0.9,10184.9
57866,20220607203828,12.8,1009.9,27,341,14.8,1.0,10446.9
57872,20220607203828,33.1,1002.7,46,265,7.9,0.9,10019.9
57874,20220607203828,23.2,1019.1,95,211,7.1,1.5,10314.8
57889,20220607203828,2.5,1005.3,70,100,3.9,1.0,10389.6
57965,20220607203828,24.2,1010.9,70,270,5.5,1.5,10313.1
57972,20220607203828,17.1,1007.6,10,284,1.5,1.4,10252.4
57974,20220607203828,1.0,1008.6,36,358,6.2,1.3,10220.5
50936,20220607203828,19.5,1019.9,67,292,4.3,1.2,10285.6
50945,20220607203828,2.3,1015.8,84,290,5.7,1.3,10395.3
50948,20220607203828,4.9,1004.5,65,38,9.8,1.3,10435.8
50949,20220607203828,20.9,1017.9,46,290,7.5,0.8,10231.7
54041,20220607203828,28.6,1008.9,22,166,8.8,1.5,10024.9
54049,20220607203828,21.3,1001.5,67,279,8.3,0.2,10318.3
54063,20220607203828,9.8,1008.5,51,155,0.7,0.6,10274.1
54064,20220607203828,13.3,1015.4,9,241,1.9,0.5,10203.5
54142,20220607203828,19.6,1013.3,64,194,10.4,1.2,10120.7
54157,20220607203828,6.1,1019.2,3,158,4.9,1.3,10328.2
54161,20220607203828,11.5,1024.1,60,355,12.8,0.2,10491.7
54165,20220607203828,3.3,1015.3,9,211,6.8,1.2,10128.5
54171,20220607203828,19.2,1012.4,49,53,1.2,1.2,10181.8
54181,20220607203828,22.5,1018.3,33,322,2.2,1.1,10077.2
54186,20220607203828,31.5,1010.3,43,77,7.9,0.5,10166.5
54195,20220607203828,8.4,1001.5,16,342,4.6,0.7,10433.5
54260,20220607203828,25.5,1020.1,4,103,11.5,0.7,10078.9
54263,20220607203828,17.0,1020.5,57,17,6.6,1.3,10467.2
54266,20220607203828,23.2,1011.3,5,212,3.6,1.0,10043.9
54273,20220607203828,11.9,1017.0,55,156,1.7,0.1,10259.0
54276,20220607203828,2.4,1002.4,57,259,13.5,1.1,10107.9
54284,20220607203828,32.6,1002.5,72,62,8.0,1.1,10210.5
54285,20220607203828,11.4,1001.0,93,219,10.0,0.8,10453.2
54286,20220607203828,34.1,1013.8,22,55,9.5,1.1,10221.2
54292,20220607203828,2.3,1022.6,3,10,4.0,0.2,10404.0
54363,20220607203828,24.1,1018.2,45,88,3.9,1.5,10487.7
54374,20220607203828,2.1,1015.1,44,10,11.9,1.1,10334.6
54377,20220607203828,11.7,1005.3,61,108,7.8,1.3,10282.5
54386,20220607203828,16.5,1002.5,100,180,10.8,1.3,10189.5
58026,20220607203828,33.7,1012.3,84,136,3.7,1.1,10092.4
58027,20220607203828,3.8,1007.4,20,150,14.1,0.6,10400.0
58038,20220607203828,14.9,1011.4,30,291,13.5,0.9,10209.2
58040,20220607203828,5.4,1004.0,8,229,13.7,1.0,10416.6
58047,20220607203828,26.1,1013.9,56,4,2.4,1.0,10490.5
58130,20220607203828,29.7,1005.1,30,2,1.2,1.2,10150.2
58135,20220607203828,11.2,1014.3,65,277,11.4,0.5,10251.0
58138,20220607203828,19.8,1016.5,41,125,6.2,0.3,10177.6
58141,20220607203828,9.1,1011.0,88,17,6.6,0.2,10434.2
58143,20220607203828,18.5,1011.2,67,39,0.0,0.7,10389.1
58150,20220607203828,19.0,1020.6,99,120,1.1,0.2,10370.7
58158,20220607203828,16.7,1012.1,88,157,14.3,0.7,10003.9
58238,20220607203828,24.8,1002.9,49,186,8.6,0.7,10226.2
58241,20220607203828,15.7,1022.6,99,160,6.3,1.2,10099.7
58251,20220607203828,15.7,1003.7,13,219,0.8,0.2,10172.5
58252,20220607203828,30.1,1021.5,38,106,8.1,0.8,10107.3
58255,20220607203828,8.4,1016.3,18,233,3.7,1.3,10488.4
58259,20220607203828,14.8,1002.4,48,312,13.5,0.1,10028.6
58265,20220607203828,18.7,1008.9,92,315,7.6,0.8,10027.3
58343,20220607203828,19.3,1001.8,94,177,14.3,0.3,10354.1
58345,20220607203828,28.2,1022.1,80,184,11.9,1.2,10165.0
58354,20220607203828,32.8,1018.9,82,234,7.0,0.4,10448.8
58356,20220607203828,33.5,1020.1,52,135,9.0,0.2,10412.8
58358,20220607203828,17.3,1000.0,17,256,2.1,0.9,10444.7
57598,20220607203828,12.0,1001.4,69,185,10.6,1.5,10464.4
57696,20220607203828,4.2,1015.8,40,306,6.4,0.8,10235.5
57789,20220607203828,31.7,1023.8,39,40,7.6,0.1,10328.7
57793,20220607203828,4.7,1025.4,18,76,8.6,0.9,10326.3
57799,20220607203828,0.0,1006.7,58,128,9.1,0.2,10255.5
57894,20220607203828,5.4,1001.0,75,347,2.5,1.3,10284.6
57896,20220607203828,20.6,1009.0,86,344,3.6,0.7,10000.7
57993,20220607203828,8.2,1004.5,65,211,0.1,0.1,10181.5
58506,20220607203828,3.1,1020.4,13,111,1.6,0.9,10157.4
