站点代码,数据时间,气温,气压,相对湿度,风向,风速,降雨量,能见度
53915,20220525193916,10.8,1016.5,57,274,12.9,0.4,10164.5
53923,20220525193916,11.4,1017.6,100,227,14.8,0.6,10495.1
56074,20220525193916,4.0,1016.4,88,349,8.6,1.5,10367.8
56080,20220525193916,24.5,1003.0,28,181,13.6,1.4,10234.3
56093,20220525193916,12.4,1016.8,59,124,7.8,0.3,10033.6
56096,20220525193916,22.6,1018.9,11,151,3.7,1.0,10318.6
57014,20220525193916,2.0,1001.1,94,257,4.5,0.8,10398.7
57996,20220525193916,12.9,1006.8,70,120,5.0,0.8,10327.2
59072,20220525193916,26.5,1021.2,20,38,6.0,0.1,10491.8
59082,20220525193916,13.3,1026.1,46,359,8.5,1.5,10491.7
59087,20220525193916,27.3,1023.4,21,60,2.7,1.3,10425.4
59088,20220525193916,4.5,1021.7,76,37,12.7,0.5,10044.0
59096,20220525193916,25.8,1016.7,63,56,7.4,0.9,10074.6
59097,20220525193916,18.8,1004.6,2,294,10.7,0.2,10475.5
59107,20220525193916,15.7,1015.5,96,97,2.5,1.1,10114.2
59116,20220525193916,3.1,1018.9,39,327,3.4,0.6,10216.8
59117,20220525193916,10.8,1015.5,67,331,11.2,0.4,10153.7
59271,20220525193916,10.9,1012.0,18,313,7.1,1.0,10124.8
59278,20220525193916,30.8,1012.3,26,355,7.4,0.1,10155.7
59280,20220525193916,25.5,1018.7,75,293,2.7,1.3,10188.3
59287,20220525193916,27.7,1018.3,18,86,9.8,0.3,10425.1
59289,20220525193916,13.2,1000.1,29,59,12.3,0.6,10002.5
59293,20220525193916,12.8,1022.1,26,327,13.5,1.0,10024.4
59294,20220525193916,5.0,1003.8,48,60,1.6,1.0,10031.1
59298,20220525193916,20.0,1008.4,95,88,12.2,0.7,10006.3
59303,20220525193916,14.3,1022.6,5,174,5.9,0.4,10108.3
59304,20220525193916,13.5,1023.0,60,189,9.9,1.2,10262.5
59306,20220525193916,23.7,1025.6,60,195,6.0,0.6,10349.5
59310,20220525193916,8.0,1008.5,21,215,7.1,1.4,10297.6
59316,20220525193916,21.4,1007.4,18,105,2.7,0.5,10186.5
59317,20220525193916,8.1,1001.6,87,232,13.8,0.1,10385.4
59324,20220525193916,8.1,1020.1,63,111,6.7,0.1,10249.4
59456,20220525193916,20.6,1005.1,26,239,1.2,1.0,10054.1
59462,20220525193916,26.4,1024.0,18,209,4.2,0.3,10070.2
59478,20220525193916,33.0,1023.5,99,6,11.6,1.2,10342.5
59485,20220525193916,22.3,1012.8,85,214,11.6,1.4,10366.9
59488,20220525193916,28.0,1014.6,37,115,0.2,1.0,10001.6
59493,20220525193916,21.3,1017.3,62,262,7.0,0.7,10276.3
59501,20220525193916,19.9,1007.1,30,24,7.8,1.2,10405.4
59658,20220525193916,14.5,1000.3,74,44,5.2,0.1,10309.6
59663,20220525193916,20.7,1008.7,69,134,2.8,0.9,10459.5
59664,20220525193916,31.2,1026.4,50,67,7.9,1.4,10119.9
59673,20220525193916,3.9,1006.9,33,246,5.7,0.9,10299.4
59754,20220525193916,17.9,1024.3,93,135,1.4,0.9,10321.2
57947,20220525193916,14.4,1021.1,90,196,3.3,0.6,10280.7
57957,20220525193916,34.9,1022.5,66,212,13.4,1.0,10222.6
57958,20220525193916,31.0,1002.6,89,196,1.8,0.0,10493.1
59021,20220525193916,0.1,1024.0,85,135,13.1,1.3,10297.0
59023,20220525193916,32.5,1001.1,90,1,7.3,1.5,10255.9
59027,20220525193916,25.0,1004.7,45,258,0.2,1.3,10153.3
59037,20220525193916,12.5,1008.2,2,55,0.4,1.3,10011.9
59046,20220525193916,10.9,1011.5,59,299,0.0,0.6,10037.5
59058,20220525193916,8.0,1013.8,66,306,2.0,1.1,10134.3
59065,20220525193916,11.8,1022.6,42,341,2.5,0.1,10006.6
59209,20220525193916,29.2,1016.2,86,289,2.4,0.2,10402.8
59211,20220525193916,11.3,1025.1,48,132,4.6,0.9,10139.0
59218,20220525193916,15.8,1024.0,20,200,2.3,1.2,10108.7
59228,20220525193916,7.7,1004.8,51,240,13.1,0.7,10437.8
59242,20220525193916,3.4,1009.9,18,99,2.8,1.1,10360.4
59254,20220525193916,26.8,1011.8,85,245,12.5,0.8,10298.4
59265,20220525193916,6.9,1005.9,42,180,13.9,0.4,10236.1
59417,20220525193916,27.5,1002.9,13,10,14.4,1.4,10078.9
59431,20220525193916,14.1,1002.1,98,146,3.7,1.4,10325.8
59446,20220525193916,34.4,1011.6,35,349,6.5,1.5,10107.1
59453,20220525193916,18.1,1004.3,45,293,4.2,1.3,10450.3
59626,20220525193916,32.7,1025.5,88,359,4.9,1.5,10057.7
59631,20220525193916,18.7,1007.3,65,101,2.1,0.5,10031.8
59632,20220525193916,32.5,1017.0,87,145,10.1,0.8,10061.5
59644,20220525193916,0.4,1015.6,2,48,14.6,1.3,10409.5
59647,20220525193916,16.9,1024.8,57,145,13.3,1.5,10316.9
56691,20220525193916,24.6,1010.6,38,179,1.1,1.4,10057.3
56693,20220525193916,32.7,1008.7,14,353,14.9,1.5,10186.5
56792,20220525193916,11.4,1013.6,19,161,1.5,0.3,10319.2
56793,20220525193916,23.4,1008.2,5,124,10.0,0.8,10288.8
57606,20220525193916,4.2,1002.2,58,9,10.3,0.7,10481.1
57614,20220525193916,1.2,1016.1,2,319,7.0,0.6,10387.2
57625,20220525193916,14.9,1009.5,17,245,13.9,0.6,10464.8
57647,20220525193916,32.5,1012.0,29,217,12.2,0.8,10259.2
57707,20220525193916,16.6,1004.4,4,71,5.1,0.9,10265.7
57710,20220525193916,13.7,1026.3,82,13,11.1,0.2,10125.7
57712,20220525193916,5.6,1017.4,70,205,11.4,0.9,10456.1
57718,20220525193916,13.9,1025.6,82,39,7.9,0.1,10342.3
57722,20220525193916,20.8,1000.2,4,258,8.8,0.2,10498.2
57729,20220525193916,21.3,1025.9,23,278,12.9,1.5,10071.7
57731,20220525193916,19.0,1008.2,97,166,3.6,0.5,10364.2
57741,20220525193916,11.3,1009.0,67,268,7.8,1.5,10285.0
57803,20220525193916,10.0,1020.8,50,291,10.2,1.2,10271.9
57805,20220525193916,35.0,1019.0,83,23,13.2,0.0,10100.1
57806,20220525193916,28.0,1014.9,58,246,14.7,0.9,10243.5
57816,20220525193916,13.0,1016.7,20,108,12.7,1.3,10345.3
57825,20220525193916,16.8,1004.9,22,115,4.5,0.2,10200.6
57827,20220525193916,19.5,1019.9,20,300,13.6,0.2,10360.3
57832,20220525193916,13.7,1021.8,10,4,11.8,1.0,10020.3
57839,20220525193916,33.2,1017.6,79,102,4.5,0.5,10182.0
57840,20220525193916,29.1,1003.5,93,243,12.1,0.1,10132.2
57902,20220525193916,25.7,1007.0,30,156,11.1,0.0,10034.9
57906,20220525193916,19.1,1009.4,85,140,1.5,1.3,10268.6
57907,20220525193916,34.1,1019.6,51,322,3.2,0.8,10007.3
57910,20220525193916,27.2,1013.2,48,354,6.4,0.7,10381.3
57912,20220525193916,10.6,1014.1,89,156,4.3,0.1,10050.8
57916,20220525193916,24.7,1017.2,34,266,12.4,0.5,10297.4
57922,20220525193916,18.7,1021.2,35,24,12.3,0.0,10161.2
57926,20220525193916,30.3,1001.4,83,6,9.3,1.4,10074.8
57932,20220525193916,25.7,1012.8,31,118,13.0,0.2,10470.3
59758,20220525193916,2.1,1002.2,84,222,5.7,0.4,10456.8
59838,20220525193916,2.8,1007.7,15,42,5.1,1.2,10477.9
59845,20220525193916,7.9,1020.4,25,103,5.0,1.4,10075.5
59849,20220525193916,13.7,1023.0,15,23,1.4,1.3,10197.8
59855,20220525193916,20.2,1023.3,61,113,10.3,1.1,10351.5
59948,20220525193916,16.9,1019.6,44,33,10.0,1.3,10496.8
59954,20220525193916,19.0,1007.9,14,287,14.3,0.1,10172.0
59981,20220525193916,21.2,1013.2,84,179,8.8,0.2,10351.5
53399,20220525193916,25.6,1021.5,49,222,11.0,0.0,10473.3
53593,20220525193916,6.0,1008.3,32,65,1.6,0.6,10290.3
53698,20220525193916,35.0,1003.9,34,117,9.3,0.2,10037.8
53798,20220525193916,10.6,1003.7,59,84,8.5,1.3,10165.0
54308,20220525193916,7.5,1001.0,71,349,4.0,1.0,10324.8
54311,20220525193916,28.6,1006.8,59,326,3.1,0.9,10014.6
54401,20220525193916,29.9,1001.6,11,73,5.0,0.0,10035.3
54405,20220525193916,6.6,1015.4,31,116,3.4,1.2,10325.9
54423,20220525193916,0.8,1007.8,49,216,2.9,0.2,10327.8
54429,20220525193916,31.6,1019.3,61,204,6.8,0.2,10187.5
54436,20220525193916,2.4,1025.0,36,258,2.8,1.3,10392.0
54449,20220525193916,34.3,1022.0,46,265,14.2,0.3,10063.8
54518,20220525193916,17.0,1003.5,88,167,5.1,0.7,10366.8
54534,20220525193916,17.4,1006.6,21,193,14.6,1.2,10425.4
54535,20220525193916,25.7,1004.5,74,216,11.2,1.2,10013.6
54539,20220525193916,13.1,1011.2,79,150,10.3,0.0,10270.3
54602,20220525193916,23.6,1017.1,63,181,6.9,0.5,10250.8
54606,20220525193916,30.6,1022.6,64,334,14.4,1.5,10484.5
54618,20220525193916,24.4,1017.5,90,258,6.7,0.6,10193.0
54624,20220525193916,19.0,1001.7,42,274,8.0,0.4,10065.0
54705,20220525193916,16.2,1016.1,46,90,14.9,0.7,10346.0
53898,20220525193916,34.7,1010.8,72,30,14.4,0.6,10411.8
53986,20220525193916,6.8,1021.9,57,204,3.6,0.1,10348.1
57051,20220525193916,29.0,1002.3,21,237,8.0,1.4,10164.3
57067,20220525193916,5.0,1017.4,10,57,8.2,0.2,10197.4
57071,20220525193916,22.5,1011.8,31,112,2.3,1.3,10292.1
57077,20220525193916,17.6,1016.2,92,260,10.8,1.5,10495.8
57083,20220525193916,10.9,1009.7,91,202,0.2,0.7,10488.8
57084,20220525193916,5.1,1016.5,4,137,10.9,0.0,10478.8
57089,20220525193916,33.8,1023.3,75,354,13.1,0.1,10375.2
57091,20220525193916,28.9,1010.3,26,14,4.8,0.4,10476.5
57156,20220525193916,0.9,1003.5,32,315,5.9,0.1,10205.6
57178,20220525193916,9.2,1010.9,97,159,0.9,1.2,10136.8
57181,20220525193916,34.3,1009.9,96,121,3.3,0.2,10367.8
57193,20220525193916,11.4,1022.0,19,251,3.5,1.5,10401.0
57285,20220525193916,17.3,1014.4,84,262,2.6,0.6,10169.0
57290,20220525193916,28.4,1003.3,55,230,2.2,1.0,10466.4
57297,20220525193916,21.3,1015.4,50,194,7.1,0.9,10352.0
58005,20220525193916,27.8,1003.0,57,140,14.2,1.4,10335.6
58111,20220525193916,11.1,1016.3,41,283,12.9,0.4,10062.3
58208,20220525193916,3.9,1026.2,3,242,13.0,0.8,10176.8
50136,20220525193916,15.4,1020.0,94,41,1.7,1.0,10026.2
50246,20220525193916,31.0,1009.7,12,102,5.4,0.7,10425.1
50247,20220525193916,2.0,1000.4,11,148,11.4,0.2,10467.6
50349,20220525193916,16.2,1025.8,97,181,12.1,0.2,10225.6
50353,20220525193916,5.4,1013.3,88,350,2.0,0.4,10344.2
50442,20220525193916,12.2,1017.0,48,297,6.4,0.2,10352.0
50468,20220525193916,4.5,1017.5,39,29,12.6,1.2,10066.9
50557,20220525193916,5.2,1009.5,41,25,3.1,0.8,10031.8
50564,20220525193916,0.8,1010.3,83,177,14.8,1.4,10225.6
50656,20220525193916,7.4,1011.9,20,70,12.9,0.2,10125.1
50658,20220525193916,20.1,1013.9,64,109,6.1,0.1,10044.8
50674,20220525193916,30.2,1012.1,41,291,0.4,0.4,10472.7
50739,20220525193916,20.6,1015.9,8,239,0.7,1.0,10490.7
50742,20220525193916,15.4,1014.2,65,309,1.6,0.8,10217.7
50745,20220525193916,20.4,1005.9,84,16,3.5,0.3,10151.4
50756,20220525193916,4.3,1017.0,8,237,0.2,0.3,10327.4
50758,20220525193916,12.0,1022.8,90,63,4.7,0.0,10308.0
50774,20220525193916,4.6,1017.8,79,344,10.2,0.7,10237.9
50778,20220525193916,21.0,1000.1,38,241,8.7,0.4,10210.0
50788,20220525193916,32.5,1010.9,87,143,2.0,0.5,10174.4
50844,20220525193916,31.6,1004.1,86,20,11.9,0.2,10017.9
50853,20220525193916,4.4,1011.0,6,234,11.5,0.7,10495.4
50854,20220525193916,32.0,1013.5,37,141,1.3,0.9,10303.2
50862,20220525193916,34.1,1010.1,84,216,1.7,1.3,10233.1
50873,20220525193916,27.1,1002.9,17,119,5.5,0.2,10403.4
50877,20220525193916,7.3,1018.3,15,234,10.3,0.7,10473.9
50888,20220525193916,3.4,1019.9,13,309,13.9,0.0,10028.6
50950,20220525193916,7.5,1002.1,97,306,2.4,0.7,10030.0
50953,20220525193916,18.5,1002.7,86,79,1.6,0.6,10019.0
50955,20220525193916,31.6,1014.1,83,110,3.4,0.0,10355.0
50963,20220525193916,28.3,1021.5,19,281,12.9,0.6,10393.6
50968,20220525193916,1.4,1016.7,37,143,0.8,0.8,10045.2
50973,20220525193916,16.1,1011.0,64,14,11.7,1.3,10272.7
50978,20220525193916,31.0,1002.0,44,347,6.1,1.3,10289.8
50983,20220525193916,21.8,1006.6,8,67,4.8,0.1,10383.2
54094,20220525193916,13.6,1023.9,3,249,4.3,0.2,10364.3
54096,20220525193916,12.7,1008.2,7,54,8.7,0.6,10237.0
57251,20220525193916,27.9,1002.8,66,30,12.8,0.5,10452.0
57256,20220525193916,21.9,1011.3,8,336,1.4,0.6,10119.3
57259,20220525193916,30.9,1021.0,25,283,0.4,1.1,10273.2
57265,20220525193916,12.6,1021.2,19,242,9.2,0.8,10472.5
57278,20220525193916,5.6,1008.6,50,46,7.1,1.4,10080.2
57279,20220525193916,14.8,1004.5,26,320,6.6,0.1,10349.2
57355,20220525193916,24.3,1014.1,54,157,4.7,1.3,10172.7
57358,20220525193916,25.9,1011.3,86,113,7.8,1.1,10398.8
57359,20220525193916,10.1,1022.0,45,191,2.8,0.1,10306.0
57363,20220525193916,18.4,1016.6,14,51,3.9,0.7,10175.5
57378,20220525193916,34.8,1008.9,70,87,2.7,1.0,10263.0
57381,20220525193916,13.5,1018.6,78,260,11.2,0.2,10314.8
57395,20220525193916,12.4,1023.8,42,180,5.0,1.3,10055.1
57399,20220525193916,19.3,1009.2,2,80,9.3,0.2,10001.9
57439,20220525193916,19.5,1026.2,77,289,13.3,1.3,10378.9
57445,20220525193916,4.7,1010.9,66,47,2.2,0.2,10377.9
57447,20220525193916,30.5,1008.4,54,204,2.9,1.0,10381.7
57458,20220525193916,34.3,1017.3,1,329,6.7,1.3,10082.8
57461,20220525193916,24.1,1025.4,27,75,2.7,1.4,10320.8
57476,20220525193916,28.6,1020.4,14,43,7.0,1.1,10167.3
57482,20220525193916,34.5,1013.5,83,271,8.4,0.7,10395.5
57483,20220525193916,3.2,1003.3,45,274,6.8,0.8,10020.6
57493,20220525193916,22.5,1022.4,99,296,1.8,1.2,10321.3
57494,20220525193916,31.0,1000.3,28,280,2.9,0.5,10184.2
57545,20220525193916,29.2,1013.4,99,167,4.9,0.5,10014.1
57573,20220525193916,27.3,1010.8,87,141,5.4,0.6,10417.2
57581,20220525193916,17.9,1003.1,53,108,2.5,1.0,10195.3
57583,20220525193916,11.6,1021.3,100,245,10.8,0.6,10482.4
57595,20220525193916,18.3,1009.6,41,212,4.5,1.5,10379.9
58402,20220525193916,27.2,1007.2,19,41,14.2,0.4,10251.4
58407,20220525193916,11.2,1015.6,31,101,1.2,0.2,10336.5
58500,20220525193916,32.6,1011.8,38,26,1.8,0.4,10376.9
57554,20220525193916,8.7,1005.9,89,7,3.6,0.5,10061.8
57562,20220525193916,17.1,1007.2,100,18,9.4,0.1,10186.9
57574,20220525193916,12.0,1000.8,47,87,11.1,0.0,10050.9
57584,20220525193916,29.5,1017.5,90,234,10.3,0.2,10006.0
57642,20220525193916,3.6,1012.7,37,60,12.8,0.0,10145.7
57649,20220525193916,12.0,1003.5,80,200,12.9,0.6,10268.7
57655,20220525193916,15.1,1024.4,43,234,7.2,0.8,10010.8
57662,20220525193916,7.3,1017.3,10,170,8.3,0.2,10363.3
57669,20220525193916,0.8,1014.9,30,53,13.8,0.5,10417.9
57671,20220525193916,16.5,1013.1,86,25,9.9,1.3,10169.9
57673,20220525193916,34.2,1011.0,16,294,14.5,0.1,10011.1
57679,20220525193916,9.2,1013.7,70,355,11.8,1.4,10330.6
57682,20220525193916,14.1,1019.3,43,192,10.4,0.3,10007.2
57687,20220525193916,7.5,1001.0,24,312,13.3,0.4,10254.3
57745,20220525193916,20.2,1008.7,87,93,12.3,1.4,10447.6
57749,20220525193916,29.9,1019.3,88,191,1.3,0.4,10322.9
57752,20220525193916,17.3,1004.6,17,24,6.6,1.0,10109.0
57758,20220525193916,16.4,1002.8,35,284,12.5,1.3,10097.5
57761,20220525193916,5.1,1012.0,31,11,9.7,0.8,10440.7
57766,20220525193916,32.3,1008.2,24,224,8.8,1.4,10280.7
57774,20220525193916,18.8,1013.3,35,82,0.4,1.0,10459.2
57776,20220525193916,15.2,1003.7,96,172,9.5,1.0,10380.2
57779,20220525193916,13.0,1019.6,37,81,1.3,0.2,10113.9
57780,20220525193916,20.4,1015.5,81,165,5.7,0.7,10333.6
57841,20220525193916,8.0,1024.5,67,358,13.5,0.8,10203.1
57845,20220525193916,12.5,1006.5,52,313,1.7,0.6,10490.4
57853,20220525193916,9.3,1025.0,14,167,2.4,0.9,10188.3
57857,20220525193916,18.4,1023.3,93,350,0.5,0.8,10457.5
57860,20220525193916,0.6,1001.7,67,312,9.2,0.0,10443.2
57866,20220525193916,27.8,1009.8,96,230,14.5,1.0,10175.8
57872,20220525193916,2.3,1019.6,89,260,2.9,0.1,10258.5
57874,20220525193916,20.3,1005.5,89,90,7.5,0.0,10169.9
57889,20220525193916,27.5,1018.0,30,126,3.2,1.5,10006.3
57965,20220525193916,25.2,1012.3,22,96,12.1,0.4,10412.8
57972,20220525193916,0.9,1004.6,11,302,11.2,1.1,10491.6
57974,20220525193916,22.3,1026.4,34,336,1.1,0.1,10219.5
50936,20220525193916,12.5,1013.6,33,308,11.1,0.9,10041.1
50945,20220525193916,14.4,1017.0,26,304,4.3,0.6,10107.4
50948,20220525193916,32.1,1025.4,13,33,13.0,1.4,10087.6
50949,20220525193916,24.4,1013.0,82,278,13.2,0.7,10481.9
54041,20220525193916,7.5,1002.5,27,244,4.6,1.4,10084.3
54049,20220525193916,27.5,1015.8,20,337,3.5,0.5,10312.0
54063,20220525193916,17.1,1000.8,67,204,6.0,1.0,10414.2
54064,20220525193916,12.2,1012.5,98,357,13.2,0.7,10334.9
54142,20220525193916,19.3,1012.1,16,62,13.6,1.3,10278.7
54157,20220525193916,23.2,1025.5,51,174,12.8,0.6,10453.8
54161,20220525193916,32.2,1025.9,38,23,1.4,1.1,10418.8
54165,20220525193916,23.0,1025.9,70,227,14.1,1.5,10189.9
54171,20220525193916,33.3,1020.8,37,50,4.6,0.7,10394.3
54181,20220525193916,21.9,1019.6,51,19,5.3,1.2,10075.3
54186,20220525193916,24.1,1007.4,70,66,4.3,1.0,10431.7
54195,20220525193916,16.6,1016.4,82,304,9.8,0.6,10057.9
54260,20220525193916,32.1,1000.9,61,204,6.9,0.8,10359.3
54263,20220525193916,16.0,1007.0,59,162,14.8,0.8,10478.3
54266,20220525193916,32.2,1026.1,40,165,8.5,0.9,10032.3
54273,20220525193916,34.8,1016.4,26,89,8.3,0.6,10122.1
54276,20220525193916,34.4,1025.9,78,224,3.0,0.1,10338.1
54284,20220525193916,17.2,1022.3,96,357,8.5,1.0,10288.3
54285,20220525193916,0.6,1017.4,94,218,2.7,0.4,10082.8
54286,20220525193916,27.8,1007.0,60,84,1.7,0.1,10357.2
54292,20220525193916,25.6,1010.3,7,176,0.2,1.1,10423.4
54363,20220525193916,0.7,1024.2,2,125,5.8,0.1,10047.4
54374,20220525193916,26.0,1011.5,27,309,7.1,0.7,10382.4
54377,20220525193916,6.6,1024.0,44,92,5.3,0.6,10468.0
54386,20220525193916,2.0,1004.4,42,4,3.3,1.1,10071.1
58026,20220525193916,2.4,1000.5,74,74,10.7,0.2,10037.6
58027,20220525193916,32.1,1013.5,67,121,8.0,1.2,10247.0
58038,20220525193916,15.9,1022.0,11,153,2.2,1.3,10159.6
58040,20220525193916,30.1,1023.7,26,249,9.9,0.2,10102.2
58047,20220525193916,8.5,1001.9,87,53,10.4,1.5,10089.3
58130,20220525193916,12.6,1008.6,60,121,6.3,0.9,10161.7
58135,20220525193916,19.3,1021.4,86,280,8.6,0.7,10186.1
58138,20220525193916,13.1,1013.5,23,198,10.9,0.3,10376.0
58141,20220525193916,18.8,1005.2,15,84,3.6,0.0,10225.3
58143,20220525193916,28.3,1015.0,19,119,14.8,0.9,10361.0
58150,20220525193916,4.6,1015.5,88,347,12.6,1.2,10216.6
58158,20220525193916,29.4,1021.4,13,344,7.1,0.2,10120.2
58238,20220525193916,11.8,1014.0,3,305,5.4,1.2,10437.4
58241,20220525193916,28.0,1008.9,12,156,13.1,0.9,10254.6
58251,20220525193916,10.5,1012.7,40,302,11.2,1.4,10154.8
58252,20220525193916,9.7,1024.5,62,263,2.1,1.0,10014.9
58255,20220525193916,21.0,1023.7,43,219,14.8,0.4,10493.4
58259,20220525193916,30.7,1011.0,66,225,8.6,0.9,10411.0
58265,20220525193916,27.7,1015.6,29,218,11.3,0.4,10417.4
58343,20220525193916,13.9,1006.1,43,298,14.7,0.0,10475.5
58345,20220525193916,23.1,1021.0,2,215,9.4,1.5,10034.7
58354,20220525193916,33.8,1014.3,19,77,11.0,0.7,10197.4
58356,20220525193916,3.4,1014.5,29,293,11.9,1.2,10118.1
58358,20220525193916,8.6,1024.6,5,44,2.5,1.0,10355.8
57598,20220525193916,2.5,1023.4,56,2,13.6,0.8,10127.3
57696,20220525193916,27.3,1011.0,52,195,9.9,0.1,10427.2
57789,20220525193916,28.4,1018.2,20,218,1.7,0.3,10185.5
57793,20220525193916,12.5,1004.0,36,293,3.4,1.5,10150.1
57799,20220525193916,26.3,1002.6,72,43,9.6,1.4,10025.0
57894,20220525193916,0.5,1016.5,36,35,9.0,0.2,10065.1
57896,20220525193916,8.5,1016.7,68,233,6.9,0.6,10334.3
57993,20220525193916,23.1,1023.3,35,267,9.1,0.1,10238.8
58506,20220525193916,21.6,1021.2,90,236,0.4,0.8,10251.2
