站点代码,数据时间,气温,气压,相对湿度,风向,风速,降雨量,能见度
58921,20220607204026,25.4,1002.4,42,98,2.9,0.9,10320.4
58926,20220607204026,1.6,1010.0,48,214,0.9,0.8,10427.1
58927,20220607204026,10.0,1002.6,77,318,7.8,1.0,10409.5
58931,20220607204026,10.2,1024.0,41,161,7.6,1.0,10013.3
58933,20220607204026,33.0,1019.5,78,61,10.2,0.6,10305.7
58936,20220607204026,28.4,1024.0,17,289,0.1,0.3,10401.5
58944,20220607204026,3.7,1021.2,48,216,2.1,0.7,10057.5
59113,20220607204026,27.3,1023.6,77,157,4.7,0.0,10407.4
59126,20220607204026,0.7,1019.6,71,265,10.8,1.1,10246.8
59133,20220607204026,0.7,1011.4,98,183,11.4,0.9,10011.7
59134,20220607204026,33.4,1001.4,62,208,7.8,0.8,10297.4
59321,20220607204026,9.3,1023.1,12,259,12.7,0.7,10364.7
52323,20220607204026,20.2,1013.5,28,191,10.3,1.3,10351.5
52418,20220607204026,1.7,1022.6,88,204,11.5,0.5,10081.8
52424,20220607204026,28.1,1000.0,78,157,2.9,1.4,10006.0
52436,20220607204026,1.2,1015.0,42,49,13.6,0.5,10008.0
52446,20220607204026,20.2,1010.4,98,332,0.2,0.4,10043.8
52447,20220607204026,23.7,1019.8,66,189,11.9,0.4,10225.5
52533,20220607204026,10.6,1016.9,19,259,4.2,1.1,10094.5
52546,20220607204026,21.3,1005.0,46,351,13.5,1.1,10170.0
52652,20220607204026,29.4,1020.9,2,190,13.8,1.0,10290.8
52661,20220607204026,0.8,1017.4,31,118,9.7,1.1,10181.0
52674,20220607204026,24.7,1018.0,66,306,14.1,1.1,10113.3
52679,20220607204026,15.9,1011.8,95,157,6.3,1.2,10460.4
52681,20220607204026,14.2,1015.6,34,13,2.5,1.1,10417.6
52787,20220607204026,6.7,1003.0,50,236,1.0,0.4,10279.9
52797,20220607204026,18.0,1004.4,74,68,2.9,1.1,10105.9
52884,20220607204026,11.2,1004.4,13,226,5.3,1.1,10126.3
52895,20220607204026,3.6,1012.1,57,59,3.2,0.9,10380.2
52983,20220607204026,30.6,1006.8,60,272,1.6,0.9,10484.4
52984,20220607204026,7.4,1005.6,87,297,12.0,1.2,10157.2
52986,20220607204026,10.9,1012.6,5,237,7.7,0.0,10199.0
52996,20220607204026,26.5,1015.2,52,111,12.8,1.1,10125.6
53821,20220607204026,0.5,1010.0,16,149,2.9,0.6,10023.1
53915,20220607204026,8.8,1005.5,27,25,12.8,0.1,10064.9
53923,20220607204026,7.9,1023.0,81,285,12.8,0.4,10000.9
56074,20220607204026,29.5,1017.7,66,28,3.0,0.8,10472.9
56080,20220607204026,4.8,1004.2,62,243,12.8,0.8,10098.4
56093,20220607204026,2.0,1019.3,39,36,4.0,0.1,10492.7
56096,20220607204026,6.5,1008.5,96,252,0.5,0.7,10117.9
57014,20220607204026,27.7,1024.6,60,68,1.4,1.2,10364.5
57996,20220607204026,22.2,1003.0,68,306,2.4,0.9,10186.6
59072,20220607204026,34.1,1023.2,27,233,6.2,0.4,10048.9
59082,20220607204026,14.0,1026.1,55,106,11.3,0.2,10242.3
59087,20220607204026,29.2,1005.0,80,153,13.9,1.0,10171.6
59088,20220607204026,21.3,1008.6,71,181,6.3,0.2,10134.9
59096,20220607204026,17.8,1006.9,90,292,7.6,1.1,10025.7
59097,20220607204026,26.9,1016.8,80,76,11.7,0.6,10440.0
59107,20220607204026,29.6,1021.9,73,139,1.1,1.1,10054.4
59116,20220607204026,20.1,1016.1,47,115,0.9,0.9,10228.0
59117,20220607204026,32.6,1003.9,69,243,2.8,0.5,10459.2
59271,20220607204026,30.9,1005.6,66,47,10.9,0.1,10162.6
59278,20220607204026,19.9,1020.6,18,89,6.7,0.5,10114.6
59280,20220607204026,5.4,1009.9,13,191,13.5,1.1,10227.5
59287,20220607204026,26.3,1009.5,100,112,9.1,1.1,10163.7
59289,20220607204026,5.0,1011.6,95,87,5.4,0.8,10028.2
59293,20220607204026,24.4,1020.2,71,172,4.0,0.4,10442.2
59294,20220607204026,26.6,1016.9,62,327,2.4,0.9,10408.3
59298,20220607204026,0.1,1020.1,10,48,11.8,1.2,10277.1
59303,20220607204026,12.9,1007.2,20,260,0.5,1.4,10313.3
59304,20220607204026,21.8,1015.8,88,102,13.7,1.3,10451.4
59306,20220607204026,12.9,1003.2,68,6,7.7,0.8,10414.0
59310,20220607204026,16.5,1002.6,45,236,4.4,1.3,10093.1
59316,20220607204026,13.4,1021.0,10,326,14.2,0.9,10461.7
59317,20220607204026,15.0,1015.7,20,78,12.7,0.2,10273.4
59324,20220607204026,21.0,1021.0,100,283,11.3,1.4,10303.1
59456,20220607204026,8.9,1016.4,55,297,0.7,1.0,10317.0
59462,20220607204026,19.8,1012.5,43,206,12.0,0.8,10464.7
59478,20220607204026,25.4,1013.5,5,303,13.4,1.5,10345.9
59485,20220607204026,4.5,1016.1,55,217,14.8,0.9,10012.6
59488,20220607204026,9.6,1010.3,2,293,12.2,1.1,10072.8
59493,20220607204026,3.7,1001.8,17,263,11.3,1.4,10338.9
59501,20220607204026,33.4,1008.2,47,30,14.9,0.2,10117.8
59658,20220607204026,13.3,1012.7,88,356,5.8,0.5,10129.6
59663,20220607204026,22.2,1022.6,46,100,7.2,0.6,10353.9
59664,20220607204026,19.1,1014.6,29,308,6.4,0.4,10163.9
59673,20220607204026,10.3,1019.0,65,275,11.7,0.3,10216.7
59754,20220607204026,0.1,1002.0,85,152,14.3,0.3,10077.9
57947,20220607204026,31.6,1001.2,75,212,11.3,1.2,10473.3
57957,20220607204026,3.6,1019.5,12,154,7.8,0.3,10092.1
57958,20220607204026,34.3,1000.1,26,274,14.1,0.9,10240.0
59021,20220607204026,14.2,1012.9,60,269,12.0,1.5,10095.7
59023,20220607204026,15.6,1026.2,84,290,8.4,0.5,10296.6
59027,20220607204026,27.3,1007.9,69,337,0.0,0.3,10186.2
59037,20220607204026,16.8,1024.0,34,213,10.6,0.2,10189.8
59046,20220607204026,29.3,1017.4,89,310,5.4,0.4,10310.0
59058,20220607204026,18.1,1013.8,26,211,1.2,0.4,10156.9
59065,20220607204026,12.0,1011.3,97,158,4.7,0.4,10236.8
59209,20220607204026,13.8,1010.2,59,80,1.8,1.1,10382.4
59211,20220607204026,15.2,1000.8,53,86,5.2,0.0,10070.9
59218,20220607204026,29.9,1012.7,32,354,3.8,0.1,10058.4
59228,20220607204026,29.0,1006.7,40,49,13.7,0.7,10441.1
59242,20220607204026,31.8,1018.2,87,186,5.1,0.8,10126.9
59254,20220607204026,1.2,1007.4,72,246,9.2,0.3,10215.1
59265,20220607204026,34.0,1018.5,65,145,11.4,1.5,10331.1
59417,20220607204026,18.2,1010.9,70,255,12.4,0.4,10482.3
59431,20220607204026,34.6,1012.5,56,160,4.9,0.5,10070.8
59446,20220607204026,9.8,1003.7,58,252,2.6,1.3,10124.3
59453,20220607204026,2.6,1026.3,47,328,8.0,0.6,10177.0
59626,20220607204026,24.9,1022.3,18,69,11.2,0.6,10174.4
59631,20220607204026,15.5,1014.6,13,250,9.3,0.3,10491.7
59632,20220607204026,15.0,1000.5,42,48,4.7,1.1,10470.4
59644,20220607204026,20.6,1023.7,44,77,14.2,1.3,10007.9
59647,20220607204026,7.3,1017.0,92,178,1.0,0.4,10198.2
56691,20220607204026,26.0,1018.1,77,261,9.4,0.0,10406.4
56693,20220607204026,8.0,1012.8,18,255,7.0,1.5,10487.5
56792,20220607204026,26.9,1003.2,56,295,14.6,0.2,10197.3
56793,20220607204026,13.2,1014.8,64,151,9.0,1.0,10082.8
57606,20220607204026,29.5,1023.2,54,94,6.5,1.3,10453.8
57614,20220607204026,12.1,1016.4,51,280,2.9,1.2,10117.4
57625,20220607204026,24.1,1021.9,19,240,4.1,0.1,10296.0
57647,20220607204026,15.4,1025.4,65,257,6.4,1.5,10030.2
57707,20220607204026,31.7,1018.9,23,358,0.1,0.3,10489.5
57710,20220607204026,26.7,1002.6,21,8,7.8,1.0,10070.8
57712,20220607204026,13.1,1009.0,16,109,7.1,0.5,10223.6
57718,20220607204026,20.9,1006.1,50,253,8.5,0.9,10305.8
57722,20220607204026,28.4,1017.6,73,167,12.7,0.2,10061.8
57729,20220607204026,1.1,1006.7,98,6,8.0,0.1,10243.0
57731,20220607204026,17.6,1013.7,4,108,13.4,1.5,10376.3
57741,20220607204026,8.9,1008.9,60,10,6.7,0.4,10093.7
57803,20220607204026,20.3,1009.3,8,53,11.6,1.5,10328.6
57805,20220607204026,0.9,1016.2,26,101,10.1,1.1,10313.5
57806,20220607204026,15.2,1017.9,44,2,8.6,1.0,10269.0
57816,20220607204026,5.3,1009.9,89,239,12.4,0.7,10098.5
57825,20220607204026,28.5,1012.4,78,336,13.2,0.8,10166.5
57827,20220607204026,18.0,1016.7,15,72,4.5,1.1,10319.9
57832,20220607204026,25.2,1019.6,87,350,11.1,0.5,10429.2
57839,20220607204026,3.0,1005.4,36,342,4.9,1.5,10025.5
57840,20220607204026,32.7,1020.9,56,288,8.3,0.0,10356.4
57902,20220607204026,21.4,1018.6,19,329,14.0,0.8,10377.3
57906,20220607204026,18.2,1014.8,80,354,9.0,0.1,10369.3
57907,20220607204026,23.4,1004.6,42,352,2.6,0.1,10360.8
57910,20220607204026,31.2,1011.9,29,270,7.9,0.3,10147.3
57912,20220607204026,17.8,1005.5,36,354,14.3,1.3,10301.4
57916,20220607204026,28.0,1021.7,18,319,11.0,1.2,10475.7
57922,20220607204026,19.7,1022.2,74,303,0.8,0.3,10129.8
57926,20220607204026,19.0,1015.1,84,41,5.0,1.1,10124.7
57932,20220607204026,21.4,1018.9,83,148,1.9,1.3,10300.4
59758,20220607204026,19.8,1020.2,87,325,0.9,1.5,10184.8
59838,20220607204026,20.4,1007.1,74,42,11.3,1.5,10104.4
59845,20220607204026,15.9,1005.6,34,320,11.2,0.8,10442.4
59849,20220607204026,11.8,1018.7,86,126,13.1,0.7,10026.2
59855,20220607204026,2.2,1018.1,29,326,1.0,0.2,10077.5
59948,20220607204026,15.8,1013.9,81,93,12.1,1.3,10059.2
59954,20220607204026,5.5,1025.9,45,212,12.0,1.0,10321.8
59981,20220607204026,11.9,1015.6,48,319,7.8,0.0,10403.6
53399,20220607204026,24.3,1008.7,92,103,14.0,1.5,10490.2
53593,20220607204026,32.3,1013.6,94,56,0.7,0.1,10238.4
53698,20220607204026,19.8,1004.2,89,279,8.7,0.5,10413.0
53798,20220607204026,34.0,1021.8,57,334,11.1,0.7,10426.3
54308,20220607204026,8.9,1008.5,43,233,14.4,0.1,10054.5
54311,20220607204026,3.2,1015.9,51,119,14.2,1.5,10047.9
54401,20220607204026,4.9,1001.5,38,22,0.3,1.0,10101.9
54405,20220607204026,23.8,1009.1,86,243,7.4,0.1,10240.2
54423,20220607204026,34.4,1000.9,95,127,4.1,0.0,10493.7
54429,20220607204026,25.7,1016.6,3,341,7.8,0.0,10097.4
54436,20220607204026,26.2,1006.0,30,354,2.0,0.2,10139.4
54449,20220607204026,21.6,1021.9,63,209,10.5,0.7,10344.7
54518,20220607204026,21.8,1002.3,75,57,4.4,1.3,10002.0
54534,20220607204026,31.9,1003.7,30,180,13.1,0.3,10444.5
54535,20220607204026,35.0,1010.8,55,61,13.8,1.1,10338.3
54539,20220607204026,20.7,1024.7,66,188,9.8,1.5,10432.4
54602,20220607204026,24.6,1014.2,83,255,12.0,0.9,10493.9
54606,20220607204026,8.7,1003.8,2,181,3.7,0.2,10191.0
54618,20220607204026,1.5,1021.8,67,219,5.6,0.1,10029.0
54624,20220607204026,6.9,1013.1,18,186,6.0,1.0,10410.9
54705,20220607204026,8.4,1023.4,5,355,8.6,1.4,10107.9
53898,20220607204026,8.7,1002.7,60,226,7.7,1.2,10196.1
53986,20220607204026,26.2,1008.4,53,275,6.4,1.1,10449.5
57051,20220607204026,32.1,1019.7,29,28,4.8,0.9,10236.4
57067,20220607204026,29.6,1009.9,74,72,4.0,0.9,10265.6
57071,20220607204026,11.6,1002.1,42,309,1.5,0.0,10178.7
57077,20220607204026,20.4,1014.7,96,230,10.9,0.8,10065.3
57083,20220607204026,30.2,1012.2,65,46,6.1,0.8,10240.8
57084,20220607204026,23.6,1000.6,42,82,2.0,1.5,10472.9
57089,20220607204026,16.7,1016.4,34,22,1.2,0.3,10237.5
57091,20220607204026,23.5,1009.2,100,61,4.2,0.3,10439.0
57156,20220607204026,30.4,1016.8,81,226,6.2,0.5,10497.9
57178,20220607204026,23.4,1019.9,40,164,8.1,1.2,10296.6
57181,20220607204026,14.4,1002.2,6,356,14.2,0.7,10172.9
57193,20220607204026,4.1,1003.6,95,204,4.5,0.9,10065.3
57285,20220607204026,7.6,1005.5,41,72,13.3,0.9,10019.4
57290,20220607204026,16.6,1019.6,44,2,10.7,1.4,10267.0
57297,20220607204026,8.3,1020.0,19,334,6.4,0.7,10451.8
58005,20220607204026,13.2,1018.9,74,255,13.2,0.3,10091.2
58111,20220607204026,30.1,1014.7,10,339,0.3,0.1,10283.7
58208,20220607204026,26.6,1022.2,84,278,9.0,1.0,10410.2
50136,20220607204026,34.2,1006.8,20,198,12.8,0.5,10304.9
50246,20220607204026,4.8,1014.3,44,53,7.7,0.4,10261.5
50247,20220607204026,28.8,1014.5,20,290,9.9,1.2,10331.1
50349,20220607204026,19.8,1025.5,74,13,5.2,0.8,10072.9
50353,20220607204026,7.1,1008.2,44,341,0.2,1.1,10306.8
50442,20220607204026,12.4,1005.7,65,314,11.5,1.5,10188.5
50468,20220607204026,34.9,1004.2,48,5,1.2,1.1,10263.2
50557,20220607204026,7.9,1013.7,5,26,12.9,1.4,10117.4
50564,20220607204026,29.9,1012.5,95,55,2.7,0.5,10181.6
50656,20220607204026,20.1,1023.7,100,181,0.7,0.7,10179.3
50658,20220607204026,5.7,1003.7,68,359,4.9,0.3,10174.1
50674,20220607204026,5.9,1002.1,20,337,8.3,0.0,10225.4
50739,20220607204026,21.3,1007.6,7,177,14.6,1.2,10475.4
50742,20220607204026,15.4,1011.6,93,67,4.4,0.3,10258.1
50745,20220607204026,31.3,1008.2,62,217,8.1,0.8,10046.3
50756,20220607204026,23.6,1005.0,22,86,3.1,0.9,10102.4
50758,20220607204026,22.4,1008.4,71,282,2.7,1.2,10156.9
50774,20220607204026,23.7,1018.0,56,353,7.2,0.7,10482.9
50778,20220607204026,30.6,1021.5,87,151,9.9,1.5,10088.4
50788,20220607204026,15.1,1016.7,98,34,12.3,0.7,10480.4
50844,20220607204026,3.8,1017.4,89,35,8.5,1.0,10056.3
50853,20220607204026,9.8,1014.9,89,299,7.1,0.3,10118.8
50854,20220607204026,5.4,1008.2,59,333,3.5,0.8,10131.3
50862,20220607204026,24.0,1000.8,38,209,2.0,1.4,10382.3
50873,20220607204026,2.1,1000.0,49,222,2.1,0.4,10197.0
50877,20220607204026,6.4,1011.8,88,270,3.7,0.7,10298.6
50888,20220607204026,5.2,1016.3,8,86,11.5,0.1,10060.9
50950,20220607204026,8.4,1022.6,57,269,0.4,1.3,10320.8
50953,20220607204026,13.9,1019.5,95,152,3.5,1.4,10405.2
50955,20220607204026,20.7,1014.5,4,125,12.8,0.6,10027.0
50963,20220607204026,15.5,1004.5,51,259,14.3,1.3,10374.7
50968,20220607204026,17.8,1024.9,6,153,8.7,0.6,10308.9
50973,20220607204026,14.3,1018.9,61,309,3.9,1.4,10268.7
50978,20220607204026,15.1,1025.3,68,176,3.0,1.1,10062.0
50983,20220607204026,3.3,1024.0,42,69,8.7,1.5,10200.2
54094,20220607204026,15.0,1010.8,94,23,12.4,0.7,10205.1
54096,20220607204026,20.2,1011.2,59,136,2.8,0.2,10404.9
57251,20220607204026,21.3,1002.0,20,337,7.3,0.7,10205.6
57256,20220607204026,0.5,1018.7,39,315,7.9,0.8,10201.0
57259,20220607204026,25.4,1023.3,5,51,7.4,0.9,10244.4
57265,20220607204026,1.9,1013.5,51,184,1.9,0.0,10327.8
57278,20220607204026,12.9,1001.1,99,198,5.8,1.0,10206.3
57279,20220607204026,17.4,1005.2,5,69,2.1,1.4,10209.4
57355,20220607204026,30.1,1015.1,1,49,5.2,0.8,10145.1
57358,20220607204026,14.4,1003.1,68,136,0.8,1.0,10474.5
57359,20220607204026,5.2,1021.5,14,278,6.3,1.5,10140.7
57363,20220607204026,12.1,1019.6,16,267,8.8,0.3,10056.4
57378,20220607204026,12.8,1010.5,54,284,9.2,0.1,10323.2
57381,20220607204026,5.1,1015.2,7,112,1.8,1.0,10288.3
57395,20220607204026,11.9,1016.1,42,286,7.8,0.2,10411.7
57399,20220607204026,28.6,1013.2,85,45,9.9,0.3,10130.5
57439,20220607204026,25.7,1023.5,70,123,13.8,1.0,10103.4
57445,20220607204026,34.8,1018.2,53,246,13.9,0.7,10132.8
57447,20220607204026,8.3,1012.7,51,48,8.5,1.5,10490.9
57458,20220607204026,18.4,1022.4,84,335,6.9,0.3,10028.6
57461,20220607204026,5.4,1008.4,46,219,14.1,1.4,10186.3
57476,20220607204026,32.4,1011.8,82,141,1.8,0.2,10260.2
57482,20220607204026,2.5,1000.2,90,307,8.6,0.0,10132.7
57483,20220607204026,20.1,1018.8,2,34,13.5,0.4,10347.0
57493,20220607204026,19.2,1009.9,16,282,12.3,1.2,10373.0
57494,20220607204026,28.2,1013.9,49,146,1.9,0.9,10177.3
57545,20220607204026,31.4,1020.0,100,97,6.4,1.2,10428.7
57573,20220607204026,30.0,1019.0,24,13,11.6,0.0,10343.5
57581,20220607204026,7.4,1021.8,3,185,1.7,0.1,10435.9
57583,20220607204026,9.3,1013.1,13,328,11.2,0.4,10372.6
57595,20220607204026,34.3,1013.7,15,243,0.9,0.5,10192.5
58402,20220607204026,21.0,1021.3,41,276,8.6,0.7,10233.6
58407,20220607204026,29.2,1011.7,11,303,5.5,1.2,10224.4
58500,20220607204026,32.5,1026.3,40,166,6.6,0.3,10434.3
57554,20220607204026,10.2,1008.1,82,175,6.0,1.1,10463.7
57562,20220607204026,31.5,1005.7,16,37,1.7,0.7,10057.2
57574,20220607204026,28.3,1000.8,77,305,1.5,1.4,10435.3
57584,20220607204026,12.8,1009.7,21,118,13.5,0.3,10337.2
57642,20220607204026,24.1,1019.0,43,244,8.1,1.1,10427.8
57649,20220607204026,17.7,1006.0,95,292,3.2,1.3,10422.4
57655,20220607204026,4.1,1024.6,85,295,13.9,0.0,10041.0
57662,20220607204026,32.2,1002.5,74,358,0.4,1.0,10167.3
57669,20220607204026,23.5,1014.7,93,24,7.2,0.3,10215.9
57671,20220607204026,33.7,1012.5,81,136,8.3,1.4,10185.7
57673,20220607204026,24.4,1025.5,20,67,0.2,1.1,10389.1
57679,20220607204026,1.8,1018.9,89,78,2.1,1.3,10491.0
57682,20220607204026,33.1,1003.4,58,96,11.9,0.9,10095.4
57687,20220607204026,24.6,1019.6,90,269,4.9,1.4,10018.9
57745,20220607204026,32.7,1013.3,7,299,3.4,0.1,10041.3
57749,20220607204026,16.8,1010.2,95,139,0.3,0.6,10231.2
57752,20220607204026,3.0,1022.0,59,289,0.5,1.5,10169.1
57758,20220607204026,2.9,1005.6,79,329,5.5,0.7,10170.2
57761,20220607204026,32.6,1013.3,17,176,4.2,1.4,10116.9
57766,20220607204026,9.4,1024.0,7,314,3.4,0.4,10433.0
57774,20220607204026,28.1,1013.2,76,212,12.8,1.3,10361.4
57776,20220607204026,17.0,1024.3,32,1,11.6,0.9,10498.9
57779,20220607204026,31.5,1006.3,2,65,2.6,0.5,10499.1
57780,20220607204026,24.0,1021.9,54,226,14.1,1.5,10437.2
57841,20220607204026,29.6,1023.2,59,116,4.4,0.9,10234.1
57845,20220607204026,25.7,1008.8,95,229,6.8,0.6,10382.8
57853,20220607204026,34.3,1019.6,54,288,7.4,1.0,10016.4
57857,20220607204026,4.7,1012.8,100,71,6.4,0.8,10174.2
57860,20220607204026,26.6,1024.3,35,254,7.5,0.8,10453.1
57866,20220607204026,4.6,1021.4,31,238,4.9,0.1,10159.1
57872,20220607204026,32.1,1016.8,83,24,14.6,1.1,10385.0
57874,20220607204026,23.9,1023.3,50,14,1.6,1.2,10278.0
57889,20220607204026,27.3,1002.7,20,69,1.8,0.6,10263.6
57965,20220607204026,25.3,1013.0,74,9,3.0,1.5,10139.1
57972,20220607204026,9.7,1011.5,29,129,8.5,1.4,10293.2
57974,20220607204026,3.1,1004.5,70,333,14.3,1.0,10241.4
50936,20220607204026,27.2,1021.9,77,75,12.3,0.0,10286.5
50945,20220607204026,18.9,1020.2,60,47,0.2,0.8,10015.9
50948,20220607204026,32.1,1014.7,77,156,12.0,1.2,10030.4
50949,20220607204026,24.4,1018.4,23,77,12.1,1.5,10259.8
54041,20220607204026,33.6,1002.3,22,48,3.4,0.6,10198.9
54049,20220607204026,32.6,1012.1,8,171,14.8,0.6,10291.9
54063,20220607204026,5.1,1021.5,100,85,4.0,1.1,10377.8
54064,20220607204026,29.2,1007.4,19,237,5.3,1.2,10342.0
54142,20220607204026,18.3,1007.2,50,220,10.2,0.3,10331.4
54157,20220607204026,34.1,1024.1,93,145,11.7,0.4,10126.7
54161,20220607204026,29.8,1012.0,40,347,2.3,1.0,10099.6
54165,20220607204026,7.3,1021.5,6,5,4.9,1.5,10315.3
54171,20220607204026,11.5,1014.9,50,80,10.6,0.3,10115.3
54181,20220607204026,23.0,1015.7,43,256,14.3,0.2,10375.9
54186,20220607204026,22.5,1006.8,42,217,11.1,1.2,10171.3
54195,20220607204026,22.1,1006.0,50,249,13.6,0.6,10451.8
54260,20220607204026,13.1,1018.2,21,130,0.1,0.6,10235.8
54263,20220607204026,31.3,1023.8,44,91,4.7,0.1,10475.7
54266,20220607204026,6.8,1020.7,13,284,6.2,0.9,10400.3
54273,20220607204026,11.9,1014.6,78,149,10.6,1.4,10004.8
54276,20220607204026,3.3,1007.5,89,210,1.9,0.5,10467.9
54284,20220607204026,31.2,1004.3,95,164,0.8,0.6,10258.9
54285,20220607204026,18.2,1022.0,75,169,4.9,1.4,10105.7
54286,20220607204026,17.3,1004.2,39,337,8.0,1.1,10369.5
54292,20220607204026,1.6,1005.1,62,203,8.3,1.0,10405.5
54363,20220607204026,20.7,1015.6,38,166,14.6,1.5,10466.6
54374,20220607204026,14.6,1001.1,67,193,4.7,1.3,10426.3
54377,20220607204026,19.3,1022.4,20,222,2.3,0.1,10430.5
54386,20220607204026,21.4,1015.1,52,132,12.2,1.2,10339.0
58026,20220607204026,20.8,1019.9,93,359,7.7,0.5,10442.1
58027,20220607204026,25.9,1012.2,2,189,8.4,0.3,10238.4
58038,20220607204026,11.1,1000.2,61,151,14.2,1.5,10180.8
58040,20220607204026,30.7,1010.8,99,81,11.7,0.5,10496.6
58047,20220607204026,7.4,1004.5,93,137,3.0,0.0,10365.0
58130,20220607204026,7.1,1014.5,47,293,2.7,1.5,10469.2
58135,20220607204026,26.8,1007.7,62,226,3.1,0.9,10356.2
58138,20220607204026,3.8,1017.3,77,263,4.3,0.6,10408.6
58141,20220607204026,6.4,1000.0,82,130,4.0,0.9,10129.4
58143,20220607204026,13.4,1022.1,8,170,2.8,1.0,10134.6
58150,20220607204026,16.4,1016.5,30,91,12.4,0.2,10257.4
58158,20220607204026,11.1,1025.4,100,111,6.7,0.7,10288.2
58238,20220607204026,27.5,1004.4,91,61,2.6,1.1,10059.1
58241,20220607204026,13.9,1022.5,23,129,11.3,1.3,10307.2
58251,20220607204026,33.9,1024.2,87,99,14.5,0.4,10209.0
58252,20220607204026,19.1,1015.5,92,237,2.6,0.3,10299.0
58255,20220607204026,24.6,1015.8,88,54,12.0,1.0,10056.0
58259,20220607204026,30.8,1015.8,51,213,5.6,1.2,10006.5
58265,20220607204026,7.0,1001.5,27,3,9.3,0.5,10041.8
58343,20220607204026,5.3,1004.5,37,71,14.7,0.7,10135.0
58345,20220607204026,5.7,1004.2,3,177,9.1,0.5,10143.8
58354,20220607204026,29.2,1021.9,3,229,12.5,0.4,10026.3
58356,20220607204026,32.5,1019.6,31,350,3.2,1.2,10455.7
58358,20220607204026,33.0,1000.3,80,77,1.0,0.3,10394.7
57598,20220607204026,31.1,1020.2,22,204,2.1,0.3,10478.6
57696,20220607204026,13.0,1012.3,78,15,8.4,1.5,10221.0
57789,20220607204026,9.2,1009.4,61,300,1.0,1.0,10436.3
57793,20220607204026,10.9,1011.3,9,113,12.4,1.2,10033.7
57799,20220607204026,3.5,1005.9,24,164,0.8,1.2,10027.5
57894,20220607204026,8.1,1025.8,35,74,13.3,0.3,10204.4
57896,20220607204026,14.8,1001.2,8,7,12.8,1.5,10261.2
57993,20220607204026,2.6,1001.6,63,225,5.9,1.1,10419.4
58506,20220607204026,11.2,1018.0,2,2,2.4,1.2,10089.3
