站点代码,数据时间,气温,气压,相对湿度,风向,风速,降雨量,能见度
58931,20220607203150,34.1,1016.3,53,74,3.3,0.7,10428.2
58933,20220607203150,0.0,1000.2,19,13,8.9,0.2,10223.3
58936,20220607203150,23.6,1024.0,70,299,11.5,1.3,10363.1
58944,20220607203150,20.0,1004.9,70,90,7.5,0.3,10202.9
59113,20220607203150,16.9,1025.1,35,337,3.4,0.2,10356.1
59126,20220607203150,20.9,1020.7,3,56,6.6,1.3,10298.2
59133,20220607203150,13.3,1009.0,100,36,4.7,0.5,10075.2
59134,20220607203150,17.7,1026.0,94,279,4.1,1.0,10352.9
59321,20220607203150,1.1,1025.4,23,169,0.5,1.2,10487.2
52323,20220607203150,11.2,1000.7,82,331,5.4,1.1,10461.4
52418,20220607203150,3.2,1010.8,70,201,9.5,0.0,10358.8
52424,20220607203150,31.7,1009.6,6,125,10.1,1.0,10033.0
52436,20220607203150,34.6,1006.4,18,310,0.5,0.0,10467.9
52446,20220607203150,25.7,1016.2,58,153,9.9,1.4,10136.3
52447,20220607203150,17.6,1018.9,45,289,3.4,0.9,10201.7
52533,20220607203150,23.3,1000.8,40,235,7.5,0.4,10281.5
52546,20220607203150,26.1,1014.1,82,311,6.2,0.2,10162.6
52652,20220607203150,12.7,1024.7,34,69,9.7,1.4,10482.0
52661,20220607203150,20.2,1019.8,100,342,5.9,0.3,10470.2
52674,20220607203150,16.5,1008.3,94,155,14.2,0.1,10355.0
52679,20220607203150,30.1,1019.1,88,355,3.0,0.4,10262.0
52681,20220607203150,17.3,1005.8,53,2,6.3,0.5,10096.0
52787,20220607203150,22.3,1025.9,79,18,1.2,1.0,10379.6
52797,20220607203150,26.6,1005.8,93,97,3.2,0.2,10480.7
52884,20220607203150,22.6,1006.8,48,293,0.4,1.0,10479.5
52895,20220607203150,22.0,1023.1,12,59,12.4,0.3,10051.1
52983,20220607203150,25.1,1004.7,85,301,3.1,1.1,10254.3
52984,20220607203150,5.9,1024.3,22,235,11.8,0.9,10129.2
52986,20220607203150,13.5,1016.5,78,316,2.8,1.2,10356.5
52996,20220607203150,28.8,1014.9,15,67,12.0,0.5,10017.1
53821,20220607203150,23.8,1023.0,40,326,9.2,0.8,10434.5
53915,20220607203150,20.5,1021.4,100,39,3.2,1.2,10109.8
53923,20220607203150,12.0,1026.0,72,263,9.5,0.8,10385.0
56074,20220607203150,28.0,1007.3,54,359,14.2,0.7,10300.9
56080,20220607203150,23.5,1024.9,26,319,3.6,0.4,10320.1
56093,20220607203150,11.7,1012.0,37,295,3.1,1.2,10190.5
56096,20220607203150,1.8,1023.0,15,146,5.0,0.1,10434.6
57014,20220607203150,18.9,1014.3,53,352,6.6,0.1,10372.0
57996,20220607203150,34.7,1013.6,10,103,12.2,0.2,10255.2
59072,20220607203150,30.9,1015.3,80,300,4.3,0.4,10380.1
59082,20220607203150,23.8,1025.9,76,130,11.4,0.5,10108.4
59087,20220607203150,16.8,1022.3,30,303,6.6,0.2,10369.5
59088,20220607203150,26.6,1000.6,71,296,2.0,1.5,10433.5
59096,20220607203150,14.5,1021.3,55,113,7.1,0.9,10321.6
59097,20220607203150,15.7,1017.1,94,143,10.5,0.4,10046.1
59107,20220607203150,25.3,1008.9,95,77,8.8,1.2,10432.9
59116,20220607203150,16.1,1016.7,92,31,10.5,0.9,10360.0
59117,20220607203150,21.8,1025.2,60,110,6.0,0.5,10099.2
59271,20220607203150,7.5,1003.3,21,80,5.0,1.4,10400.6
59278,20220607203150,4.7,1016.6,82,127,9.8,0.0,10161.7
59280,20220607203150,7.0,1023.4,69,204,6.8,1.1,10086.7
59287,20220607203150,15.8,1019.5,28,89,6.5,1.0,10253.3
59289,20220607203150,8.4,1014.1,95,331,10.0,1.0,10406.2
59293,20220607203150,30.3,1014.7,7,35,7.1,0.4,10423.2
59294,20220607203150,29.2,1007.6,100,227,2.2,0.0,10409.8
59298,20220607203150,12.6,1020.9,92,293,10.2,1.5,10359.6
59303,20220607203150,20.0,1010.5,86,284,5.9,0.3,10294.4
59304,20220607203150,16.8,1015.8,19,129,3.2,0.5,10222.0
59306,20220607203150,19.9,1012.2,52,264,8.3,0.7,10143.9
59310,20220607203150,27.7,1018.6,36,7,0.2,0.6,10363.1
59316,20220607203150,26.9,1019.7,80,143,5.5,0.0,10466.1
59317,20220607203150,24.0,1019.3,76,183,4.6,1.4,10205.8
59324,20220607203150,25.6,1005.5,49,346,14.2,1.2,10010.3
59456,20220607203150,34.9,1022.0,95,14,7.8,0.9,10308.2
59462,20220607203150,21.5,1016.4,98,215,10.7,0.4,10498.4
59478,20220607203150,11.5,1017.3,79,148,4.1,0.6,10194.9
59485,20220607203150,3.7,1005.9,36,59,13.1,1.5,10069.4
59488,20220607203150,1.2,1006.2,21,100,14.4,1.4,10059.5
59493,20220607203150,16.8,1021.7,20,213,5.6,0.8,10204.0
59501,20220607203150,20.3,1017.5,51,39,14.0,0.5,10008.3
59658,20220607203150,4.6,1017.7,63,110,4.3,0.1,10149.0
59663,20220607203150,6.9,1010.5,52,169,12.4,0.7,10060.8
59664,20220607203150,13.1,1015.2,88,11,13.4,0.6,10348.0
59673,20220607203150,11.3,1002.1,37,38,12.1,1.5,10005.9
59754,20220607203150,6.6,1022.8,98,344,10.7,1.5,10025.3
57947,20220607203150,28.9,1002.9,9,196,14.6,1.5,10260.1
57957,20220607203150,25.9,1001.2,79,73,12.1,0.9,10282.5
57958,20220607203150,29.1,1011.3,34,17,9.9,0.2,10143.0
59021,20220607203150,3.3,1012.6,46,54,7.9,1.4,10495.6
59023,20220607203150,2.2,1018.3,46,50,1.4,0.5,10282.4
59027,20220607203150,33.5,1017.1,96,287,10.0,0.5,10218.7
59037,20220607203150,7.1,1012.5,70,108,11.3,1.1,10132.7
59046,20220607203150,27.9,1009.7,86,267,8.8,0.2,10481.1
59058,20220607203150,34.5,1001.1,6,7,13.2,0.6,10329.8
59065,20220607203150,7.7,1021.8,68,141,2.6,0.2,10339.2
59209,20220607203150,30.2,1018.6,29,272,3.1,1.0,10009.3
59211,20220607203150,24.7,1004.3,60,220,3.0,0.0,10112.5
59218,20220607203150,8.0,1002.4,75,299,0.5,0.3,10141.9
59228,20220607203150,11.3,1019.8,96,126,4.3,0.2,10137.4
59242,20220607203150,19.3,1005.5,48,241,12.1,1.1,10443.4
59254,20220607203150,28.2,1014.2,35,250,8.0,0.1,10065.1
59265,20220607203150,27.0,1016.4,15,332,12.3,0.8,10025.9
59417,20220607203150,23.7,1003.9,70,18,10.3,1.2,10423.7
59431,20220607203150,33.8,1007.2,56,88,1.2,1.0,10284.9
59446,20220607203150,32.9,1006.9,24,269,0.7,0.1,10386.8
59453,20220607203150,8.5,1018.2,7,354,0.3,1.2,10281.7
59626,20220607203150,1.5,1005.1,63,306,8.2,0.7,10238.9
59631,20220607203150,33.9,1014.0,85,264,3.2,0.7,10435.2
59632,20220607203150,20.8,1021.1,27,42,2.3,0.5,10193.6
59644,20220607203150,29.2,1018.5,68,303,11.9,1.3,10295.6
59647,20220607203150,12.2,1016.3,69,0,10.9,0.6,10076.7
56691,20220607203150,12.9,1023.5,36,181,6.5,1.2,10417.8
56693,20220607203150,5.4,1020.6,22,217,5.5,0.7,10468.8
56792,20220607203150,3.9,1023.3,8,302,11.1,1.1,10233.0
56793,20220607203150,24.9,1018.2,16,307,5.0,0.7,10431.2
57606,20220607203150,21.4,1006.7,19,297,13.4,0.6,10283.9
57614,20220607203150,4.1,1020.8,56,192,3.9,0.0,10126.1
57625,20220607203150,31.3,1017.3,33,134,12.8,0.0,10123.4
57647,20220607203150,20.0,1008.2,75,124,1.9,0.9,10179.3
57707,20220607203150,10.7,1020.6,91,175,14.5,0.1,10455.5
57710,20220607203150,32.4,1021.5,83,291,4.5,0.9,10096.6
57712,20220607203150,4.2,1002.8,85,329,9.6,0.1,10389.6
57718,20220607203150,26.9,1018.4,93,126,2.6,1.4,10425.6
57722,20220607203150,15.4,1007.2,26,61,8.5,0.3,10018.0
57729,20220607203150,14.6,1003.6,2,171,14.3,0.4,10330.4
57731,20220607203150,21.8,1010.3,79,115,9.3,1.5,10469.6
57741,20220607203150,10.0,1004.2,12,8,14.1,1.5,10037.8
57803,20220607203150,23.1,1024.1,29,196,13.0,0.1,10468.1
57805,20220607203150,14.0,1006.7,100,167,5.1,0.4,10029.1
57806,20220607203150,31.1,1026.1,55,105,6.2,1.2,10201.8
57816,20220607203150,32.4,1016.9,69,119,13.3,0.3,10095.2
57825,20220607203150,27.8,1019.7,6,185,10.8,0.5,10240.2
57827,20220607203150,16.5,1023.8,57,168,6.0,0.7,10392.7
57832,20220607203150,6.6,1005.2,16,88,4.4,0.5,10198.5
57839,20220607203150,26.0,1001.5,58,215,0.5,0.5,10017.8
57840,20220607203150,7.0,1002.8,34,277,14.5,1.0,10431.8
57902,20220607203150,31.5,1012.8,81,57,11.3,1.2,10178.3
57906,20220607203150,19.6,1012.6,14,179,14.9,1.2,10001.6
57907,20220607203150,21.8,1000.1,45,253,0.9,0.9,10010.8
57910,20220607203150,0.0,1013.0,36,16,14.1,0.8,10198.3
57912,20220607203150,4.3,1001.9,41,14,8.4,0.0,10265.5
57916,20220607203150,3.0,1023.2,2,64,0.0,0.2,10278.5
57922,20220607203150,18.2,1011.2,16,146,4.8,0.3,10269.7
57926,20220607203150,26.5,1021.0,21,355,14.7,0.7,10398.4
57932,20220607203150,21.9,1005.0,58,117,8.6,0.5,10205.1
59758,20220607203150,2.4,1004.0,68,61,2.9,0.4,10294.0
59838,20220607203150,5.9,1023.9,13,51,13.1,0.7,10329.0
59845,20220607203150,28.3,1016.9,30,161,0.4,0.9,10461.2
59849,20220607203150,29.0,1002.6,2,222,13.3,0.2,10047.2
59855,20220607203150,32.8,1006.5,95,143,8.0,0.1,10336.4
59948,20220607203150,31.1,1022.6,14,332,11.6,0.9,10341.3
59954,20220607203150,19.7,1020.3,54,111,4.4,0.2,10070.2
59981,20220607203150,28.2,1006.8,43,311,8.9,0.7,10252.9
53399,20220607203150,16.2,1003.8,69,164,11.3,0.7,10214.0
53593,20220607203150,32.3,1009.1,56,256,6.0,0.0,10019.3
53698,20220607203150,3.2,1002.9,25,355,9.9,0.9,10441.0
53798,20220607203150,11.0,1024.6,85,3,9.6,0.2,10002.7
54308,20220607203150,34.7,1018.1,45,348,2.4,0.8,10275.3
54311,20220607203150,4.0,1020.7,93,75,0.6,0.3,10485.7
54401,20220607203150,20.1,1009.3,94,24,6.4,0.5,10292.1
54405,20220607203150,20.3,1013.4,31,320,11.2,0.2,10328.1
54423,20220607203150,5.9,1014.2,2,26,6.3,1.3,10326.1
54429,20220607203150,2.6,1021.0,60,300,13.7,0.3,10394.2
54436,20220607203150,16.5,1013.7,60,51,7.2,0.4,10384.0
54449,20220607203150,5.2,1007.6,28,201,7.7,1.3,10340.4
54518,20220607203150,1.6,1005.4,17,300,1.8,1.0,10204.7
54534,20220607203150,8.2,1000.5,6,162,12.5,1.2,10460.3
54535,20220607203150,16.7,1006.6,22,8,12.4,0.9,10102.1
54539,20220607203150,1.4,1008.2,80,265,6.5,0.6,10383.9
54602,20220607203150,22.3,1002.1,53,204,9.2,0.8,10328.9
54606,20220607203150,14.3,1018.8,36,34,0.4,0.5,10440.6
54618,20220607203150,32.1,1007.2,23,234,7.9,0.0,10203.2
54624,20220607203150,13.2,1001.7,28,263,11.6,0.6,10126.4
54705,20220607203150,32.9,1021.5,80,174,3.3,0.7,10419.4
53898,20220607203150,31.8,1017.1,96,317,14.0,1.0,10355.7
53986,20220607203150,7.3,1011.8,53,115,8.3,0.7,10140.7
57051,20220607203150,11.8,1015.1,78,169,5.0,0.8,10287.2
57067,20220607203150,23.3,1000.4,66,220,8.1,1.2,10325.2
57071,20220607203150,1.0,1011.4,38,193,8.0,0.0,10470.9
57077,20220607203150,21.8,1019.7,68,48,9.2,1.1,10453.6
57083,20220607203150,18.4,1009.8,71,149,12.1,1.1,10062.8
57084,20220607203150,26.8,1008.0,36,232,7.1,0.8,10061.2
57089,20220607203150,25.3,1008.3,72,281,2.9,1.3,10278.9
57091,20220607203150,5.5,1001.3,51,254,1.0,0.1,10001.5
57156,20220607203150,24.8,1008.7,3,270,9.3,0.4,10205.6
57178,20220607203150,27.1,1006.1,83,250,2.8,0.9,10080.0
57181,20220607203150,16.3,1005.1,79,297,7.1,1.4,10439.7
57193,20220607203150,7.3,1010.6,98,262,5.6,1.5,10332.2
57285,20220607203150,6.5,1021.0,3,124,1.3,0.5,10390.1
57290,20220607203150,28.6,1004.4,27,132,5.1,0.1,10368.6
57297,20220607203150,13.9,1001.5,49,111,5.4,1.5,10330.3
58005,20220607203150,9.6,1019.7,20,278,9.0,0.0,10058.9
58111,20220607203150,31.7,1001.8,93,265,3.8,1.0,10056.6
58208,20220607203150,3.9,1018.6,97,89,13.3,0.6,10328.3
50136,20220607203150,28.6,1020.0,49,45,6.6,1.3,10112.4
50246,20220607203150,14.4,1008.4,90,319,5.3,0.8,10393.9
50247,20220607203150,17.1,1024.9,22,281,9.7,0.9,10272.8
50349,20220607203150,29.2,1021.0,49,231,11.3,0.0,10094.7
50353,20220607203150,23.7,1019.4,87,190,10.4,0.3,10221.1
50442,20220607203150,23.1,1005.4,98,94,1.0,0.6,10063.6
50468,20220607203150,10.6,1009.2,24,70,2.8,1.3,10168.3
50557,20220607203150,8.3,1002.0,11,42,2.2,0.3,10163.6
50564,20220607203150,32.2,1023.5,7,82,12.6,0.0,10058.9
50656,20220607203150,33.9,1025.6,66,145,1.5,1.4,10266.1
50658,20220607203150,26.9,1017.0,47,132,4.9,0.1,10477.7
50674,20220607203150,17.0,1001.1,7,172,7.9,1.2,10405.6
50739,20220607203150,18.5,1024.7,73,109,3.5,1.0,10237.4
50742,20220607203150,14.6,1010.7,42,294,0.8,0.6,10478.5
50745,20220607203150,15.7,1018.8,53,145,2.0,1.4,10091.7
50756,20220607203150,28.6,1012.9,53,87,3.6,0.2,10238.2
50758,20220607203150,25.4,1021.7,72,178,10.6,0.3,10293.5
50774,20220607203150,16.9,1001.3,85,287,5.5,0.9,10175.8
50778,20220607203150,1.3,1004.6,6,33,10.1,1.3,10212.6
50788,20220607203150,32.2,1016.7,50,183,2.9,0.1,10036.4
50844,20220607203150,33.6,1024.2,96,284,14.1,1.4,10364.9
50853,20220607203150,34.1,1009.8,15,43,4.3,0.6,10466.0
50854,20220607203150,34.2,1003.5,56,176,10.8,1.3,10230.7
50862,20220607203150,5.9,1020.5,61,173,13.0,0.5,10237.5
50873,20220607203150,33.9,1024.3,20,306,12.7,0.6,10407.1
50877,20220607203150,16.9,1019.4,17,319,14.8,0.3,10209.0
50888,20220607203150,7.4,1019.1,17,334,0.9,1.2,10442.8
50950,20220607203150,28.2,1006.8,72,297,10.5,1.2,10217.8
50953,20220607203150,0.7,1026.0,39,146,1.0,1.4,10031.2
50955,20220607203150,6.5,1006.6,87,97,11.1,1.5,10432.9
50963,20220607203150,27.2,1013.6,92,292,11.9,0.8,10084.5
50968,20220607203150,28.1,1017.7,9,276,6.5,0.8,10144.7
50973,20220607203150,7.2,1006.3,88,98,6.5,0.5,10249.8
50978,20220607203150,13.3,1001.9,82,25,11.6,0.3,10379.8
50983,20220607203150,9.2,1010.5,53,328,5.8,0.7,10234.6
54094,20220607203150,4.6,1010.5,92,156,13.7,0.7,10463.3
54096,20220607203150,20.5,1005.0,82,305,0.3,0.0,10359.0
57251,20220607203150,23.7,1005.8,92,287,3.9,0.8,10414.6
57256,20220607203150,11.3,1017.7,88,322,11.4,1.5,10317.7
57259,20220607203150,34.1,1001.2,68,43,9.2,1.4,10417.2
57265,20220607203150,26.9,1002.1,69,42,14.7,1.3,10320.4
57278,20220607203150,28.3,1023.5,47,241,7.0,0.6,10261.7
57279,20220607203150,10.9,1021.4,34,295,10.8,1.2,10385.2
57355,20220607203150,21.1,1007.7,25,28,4.9,1.1,10050.0
57358,20220607203150,19.8,1012.1,15,251,11.4,1.4,10350.2
57359,20220607203150,1.8,1013.2,18,284,10.2,0.0,10202.9
57363,20220607203150,10.1,1002.1,59,235,2.2,0.7,10051.3
57378,20220607203150,35.0,1001.8,53,264,7.7,0.0,10455.6
57381,20220607203150,21.3,1021.1,8,140,2.4,0.9,10490.1
57395,20220607203150,4.5,1025.9,50,62,13.6,0.7,10460.3
57399,20220607203150,7.1,1002.0,56,116,4.3,0.5,10378.9
57439,20220607203150,24.5,1001.6,55,136,12.2,1.4,10116.6
57445,20220607203150,14.8,1002.8,9,18,5.9,1.5,10034.4
57447,20220607203150,6.2,1024.7,42,303,14.1,1.1,10280.1
57458,20220607203150,7.7,1017.7,92,11,4.9,0.7,10309.7
57461,20220607203150,16.7,1019.2,39,7,12.1,0.8,10186.4
57476,20220607203150,33.6,1004.7,61,104,14.0,1.3,10264.2
57482,20220607203150,1.7,1023.9,73,34,12.3,0.6,10203.9
57483,20220607203150,7.2,1010.2,36,75,2.1,0.7,10217.7
57493,20220607203150,3.4,1026.3,54,282,14.0,0.4,10379.1
57494,20220607203150,12.4,1016.8,78,316,14.3,0.2,10201.2
57545,20220607203150,7.6,1006.7,76,317,9.3,0.8,10399.9
57573,20220607203150,4.9,1020.4,82,263,2.3,0.9,10313.2
57581,20220607203150,6.9,1003.1,98,166,12.4,1.5,10051.8
57583,20220607203150,30.7,1000.7,2,180,8.7,1.1,10467.3
57595,20220607203150,3.5,1000.9,42,146,2.6,1.3,10334.6
58402,20220607203150,6.0,1018.4,27,208,8.5,0.8,10111.7
58407,20220607203150,1.2,1014.7,52,324,7.5,0.4,10429.2
58500,20220607203150,31.1,1010.1,3,87,0.0,1.1,10367.6
57554,20220607203150,14.5,1019.1,41,160,0.5,0.9,10303.4
57562,20220607203150,12.2,1004.7,42,255,12.3,0.0,10385.3
57574,20220607203150,0.7,1020.5,16,136,0.9,0.2,10495.2
57584,20220607203150,16.0,1020.9,47,57,12.2,0.8,10201.1
57642,20220607203150,26.1,1007.1,9,143,9.2,0.0,10444.0
57649,20220607203150,13.5,1015.1,23,293,8.6,0.3,10497.4
57655,20220607203150,24.8,1003.5,85,290,6.7,0.3,10301.3
57662,20220607203150,16.9,1021.2,12,302,4.3,0.5,10437.7
57669,20220607203150,3.0,1025.5,9,280,11.6,1.2,10173.1
57671,20220607203150,10.1,1009.6,40,290,9.9,0.1,10401.1
57673,20220607203150,9.6,1013.3,37,57,11.6,0.0,10044.0
57679,20220607203150,32.1,1004.6,6,192,10.0,0.4,10160.8
57682,20220607203150,34.7,1009.3,79,278,14.0,0.6,10384.5
57687,20220607203150,6.7,1025.6,55,238,12.4,0.5,10231.4
57745,20220607203150,17.0,1013.8,26,33,8.7,0.5,10115.0
57749,20220607203150,19.5,1011.6,82,318,1.4,1.0,10114.7
57752,20220607203150,0.3,1023.2,30,107,3.7,0.3,10057.5
57758,20220607203150,25.2,1023.0,69,155,10.3,0.7,10103.8
57761,20220607203150,11.0,1014.5,35,44,12.9,1.1,10007.4
57766,20220607203150,12.9,1004.0,80,313,11.3,0.4,10299.0
57774,20220607203150,12.4,1022.9,67,181,5.8,1.1,10334.6
57776,20220607203150,15.8,1024.2,18,264,14.9,1.0,10094.2
57779,20220607203150,24.1,1019.8,17,43,3.3,0.7,10146.7
57780,20220607203150,21.6,1019.2,6,190,8.7,1.2,10368.9
57841,20220607203150,3.9,1025.2,68,19,4.6,1.3,10274.8
57845,20220607203150,28.1,1012.3,73,221,8.2,1.0,10076.5
57853,20220607203150,18.4,1010.0,89,47,14.3,0.4,10175.2
57857,20220607203150,6.9,1010.5,58,331,12.0,1.4,10358.1
57860,20220607203150,11.5,1009.6,78,92,4.8,0.8,10150.4
57866,20220607203150,4.0,1023.4,17,130,10.9,0.8,10382.8
57872,20220607203150,30.0,1021.4,29,16,1.4,1.2,10007.6
57874,20220607203150,13.1,1025.2,86,318,3.0,1.0,10394.7
57889,20220607203150,11.8,1009.6,55,251,6.2,0.3,10068.8
57965,20220607203150,2.3,1001.2,20,196,10.8,0.7,10255.5
57972,20220607203150,33.7,1018.2,58,160,6.2,0.1,10176.7
57974,20220607203150,14.0,1019.5,4,180,7.9,0.8,10123.9
50936,20220607203150,35.0,1000.7,12,243,4.8,0.5,10134.8
50945,20220607203150,3.3,1007.1,3,272,13.0,0.5,10455.8
50948,20220607203150,4.4,1005.8,87,298,8.6,0.7,10186.7
50949,20220607203150,16.4,1015.2,60,358,8.9,0.3,10412.3
54041,20220607203150,22.2,1020.5,49,292,14.4,1.5,10345.8
54049,20220607203150,29.5,1024.4,75,346,8.0,0.5,10439.9
54063,20220607203150,9.3,1006.5,11,351,0.9,0.8,10168.8
54064,20220607203150,13.5,1020.6,82,137,7.5,0.0,10277.9
54142,20220607203150,3.8,1010.2,47,63,11.3,1.4,10206.5
54157,20220607203150,4.5,1004.3,63,224,3.9,0.9,10145.6
54161,20220607203150,12.9,1026.3,94,51,11.8,0.3,10005.6
54165,20220607203150,11.5,1025.7,46,34,4.5,0.2,10030.7
54171,20220607203150,31.3,1018.5,52,135,12.8,1.3,10246.1
54181,20220607203150,28.3,1018.2,38,2,10.5,0.4,10127.3
54186,20220607203150,3.7,1010.6,70,157,5.9,1.0,10005.1
54195,20220607203150,4.9,1015.4,37,147,2.3,0.1,10149.3
54260,20220607203150,24.6,1015.6,10,152,3.1,0.4,10382.2
54263,20220607203150,20.4,1009.1,3,152,10.8,1.5,10161.6
54266,20220607203150,7.7,1009.3,62,42,8.6,1.0,10264.6
54273,20220607203150,1.4,1014.1,34,127,1.6,1.3,10110.3
54276,20220607203150,7.2,1020.7,72,280,6.3,0.0,10016.9
54284,20220607203150,3.1,1002.7,37,74,10.5,0.6,10238.3
54285,20220607203150,16.7,1019.9,62,352,7.5,0.3,10247.4
54286,20220607203150,17.9,1001.2,31,21,10.6,1.1,10262.3
54292,20220607203150,6.2,1014.9,27,303,3.6,1.3,10445.8
54363,20220607203150,32.8,1006.0,81,126,7.4,0.8,10262.2
54374,20220607203150,5.7,1004.6,11,26,3.8,0.8,10079.0
54377,20220607203150,22.7,1013.9,29,206,5.8,0.7,10229.7
54386,20220607203150,10.4,1001.4,28,38,10.9,0.5,10033.9
58026,20220607203150,23.2,1023.8,31,289,3.5,0.6,10209.3
58027,20220607203150,21.1,1015.6,100,259,3.9,0.9,10174.1
58038,20220607203150,16.4,1016.5,20,182,13.6,0.4,10298.2
58040,20220607203150,21.1,1026.4,9,351,8.3,0.0,10414.4
58047,20220607203150,11.2,1021.8,57,82,14.8,1.0,10125.9
58130,20220607203150,9.6,1002.8,39,173,12.9,0.1,10334.0
58135,20220607203150,4.1,1013.0,75,230,3.8,0.5,10466.4
58138,20220607203150,34.2,1019.3,67,173,0.4,0.2,10225.1
58141,20220607203150,23.0,1012.4,40,234,6.0,0.7,10250.6
58143,20220607203150,22.9,1025.6,20,234,13.1,0.1,10181.1
58150,20220607203150,33.0,1015.1,24,54,14.9,1.3,10053.6
58158,20220607203150,27.1,1000.8,30,233,3.6,1.1,10277.7
58238,20220607203150,21.0,1004.2,25,323,13.8,0.7,10374.7
58241,20220607203150,20.7,1021.0,47,257,9.3,0.9,10173.1
58251,20220607203150,11.6,1000.5,43,57,2.3,0.9,10151.8
58252,20220607203150,21.7,1021.5,57,171,5.8,0.5,10458.7
58255,20220607203150,23.0,1020.6,65,231,10.5,0.0,10001.7
58259,20220607203150,26.4,1023.3,45,112,6.5,1.0,10096.7
58265,20220607203150,15.8,1014.9,5,292,3.6,1.4,10448.4
58343,20220607203150,33.7,1010.8,42,246,12.8,0.1,10070.9
58345,20220607203150,17.8,1002.2,24,47,7.0,0.3,10109.4
58354,20220607203150,21.4,1011.2,6,118,13.2,0.9,10426.6
58356,20220607203150,1.7,1016.8,16,227,5.4,0.3,10000.0
58358,20220607203150,23.9,1003.2,62,225,13.3,0.3,10406.2
57598,20220607203150,6.7,1012.4,90,192,4.1,0.0,10400.2
57696,20220607203150,27.6,1021.3,22,218,3.2,0.6,10309.1
57789,20220607203150,2.1,1006.2,72,135,7.2,1.5,10249.2
57793,20220607203150,35.0,1009.8,15,22,2.8,0.7,10111.2
57799,20220607203150,27.8,1010.2,71,84,13.7,0.8,10100.0
57894,20220607203150,26.3,1023.8,20,214,3.4,0.9,10388.8
57896,20220607203150,12.1,1003.4,42,35,4.7,0.9,10144.0
57993,20220607203150,15.2,1010.7,78,178,11.0,1.5,10108.9
58506,20220607203150,23.4,1024.8,52,51,10.1,1.4,10452.8
