站点代码,数据时间,气温,气压,相对湿度,风向,风速,降雨量,能见度
58837,20220605201534,5.5,1019.1,39,235,3.1,1.3,10304.4
58843,20220605201534,11.8,1004.2,82,117,13.0,1.3,10280.7
58846,20220605201534,29.2,1025.9,61,36,12.6,0.3,10139.4
58847,20220605201534,13.7,1014.1,94,163,8.4,1.1,10207.5
58911,20220605201534,21.0,1020.5,78,228,0.3,1.1,10434.2
58918,20220605201534,2.8,1024.4,20,288,10.8,0.8,10305.5
58921,20220605201534,3.0,1005.7,93,79,7.2,0.8,10439.9
58926,20220605201534,10.9,1015.3,56,136,1.0,0.4,10262.1
58927,20220605201534,10.4,1003.5,48,232,5.0,0.4,10080.2
58931,20220605201534,12.1,1005.3,76,320,6.9,0.6,10445.6
58933,20220605201534,34.8,1004.4,68,160,5.6,0.7,10448.7
58936,20220605201534,26.1,1026.0,47,62,1.9,0.1,10013.2
58944,20220605201534,15.3,1006.6,11,309,14.6,0.5,10277.6
59113,20220605201534,2.4,1026.3,82,325,2.6,1.3,10273.7
59126,20220605201534,32.9,1001.5,99,144,5.6,0.5,10270.8
59133,20220605201534,13.5,1015.3,37,225,14.4,1.1,10475.0
59134,20220605201534,35.0,1013.8,91,348,4.0,0.8,10034.5
59321,20220605201534,9.3,1020.4,32,187,4.2,0.8,10383.9
52323,20220605201534,11.3,1009.3,91,125,12.9,0.4,10048.9
52418,20220605201534,1.7,1007.3,88,170,3.8,0.7,10185.8
52424,20220605201534,17.0,1008.8,81,329,14.9,1.0,10479.9
52436,20220605201534,14.4,1022.8,28,255,13.2,0.6,10325.7
52446,20220605201534,13.3,1018.7,8,325,14.8,0.9,10366.4
52447,20220605201534,12.2,1013.7,2,184,5.0,0.8,10302.0
52533,20220605201534,7.0,1010.8,68,113,12.4,0.3,10351.1
52546,20220605201534,6.0,1011.9,73,42,9.2,0.7,10103.9
52652,20220605201534,24.3,1006.9,5,32,13.3,0.8,10140.7
52661,20220605201534,25.7,1026.0,9,100,10.7,0.1,10026.5
52674,20220605201534,23.5,1006.6,97,358,1.7,0.7,10278.7
52679,20220605201534,19.6,1015.0,46,308,7.9,0.1,10451.7
52681,20220605201534,5.8,1012.3,72,209,12.7,1.2,10283.0
52787,20220605201534,13.3,1014.9,51,136,5.9,1.5,10291.9
52797,20220605201534,16.7,1012.7,87,76,12.6,0.2,10070.4
52884,20220605201534,31.5,1010.0,98,358,5.7,1.1,10162.0
52895,20220605201534,16.6,1000.0,89,330,7.9,1.5,10288.3
52983,20220605201534,17.4,1010.4,13,91,3.5,1.1,10054.1
52984,20220605201534,5.6,1019.9,78,322,4.8,1.1,10375.8
52986,20220605201534,33.7,1003.9,66,31,9.4,0.2,10133.8
52996,20220605201534,14.3,1018.0,68,91,1.8,0.7,10424.8
53821,20220605201534,11.6,1017.4,66,9,11.0,1.4,10307.2
53915,20220605201534,32.0,1014.5,54,23,2.1,1.0,10142.5
53923,20220605201534,14.1,1004.2,96,18,9.6,0.0,10155.2
56074,20220605201534,11.9,1007.7,32,17,13.2,1.4,10345.9
56080,20220605201534,24.7,1000.5,43,73,7.9,1.2,10491.6
56093,20220605201534,12.7,1016.0,49,49,8.5,0.9,10093.6
56096,20220605201534,16.6,1016.0,90,107,13.2,0.1,10431.7
57014,20220605201534,16.0,1004.6,48,34,12.8,1.4,10027.6
57996,20220605201534,20.7,1012.7,12,335,4.2,0.2,10450.5
59072,20220605201534,20.0,1002.4,85,47,5.4,0.4,10438.9
59082,20220605201534,11.9,1009.5,42,49,2.0,0.2,10243.6
59087,20220605201534,26.7,1017.6,7,146,2.3,0.9,10186.4
59088,20220605201534,8.8,1013.5,36,14,11.9,1.4,10239.6
59096,20220605201534,24.4,1020.7,52,109,1.6,0.3,10483.3
59097,20220605201534,27.2,1014.6,66,193,10.8,1.4,10248.0
59107,20220605201534,2.0,1002.0,92,204,1.2,0.1,10321.3
59116,20220605201534,11.3,1022.7,35,66,13.9,0.9,10450.9
59117,20220605201534,18.0,1003.7,84,82,2.0,0.6,10183.4
59271,20220605201534,1.3,1007.3,21,61,14.6,0.9,10013.2
59278,20220605201534,28.7,1008.0,90,224,13.6,0.8,10439.7
59280,20220605201534,26.3,1022.2,43,77,3.1,0.4,10447.6
59287,20220605201534,29.6,1020.2,29,8,1.6,0.7,10031.1
59289,20220605201534,0.4,1017.7,68,27,7.2,0.7,10394.4
59293,20220605201534,27.5,1022.2,67,202,2.2,1.5,10145.6
59294,20220605201534,32.1,1004.2,79,132,6.6,0.8,10345.2
59298,20220605201534,1.0,1001.8,26,79,14.7,0.1,10417.4
59303,20220605201534,20.9,1024.7,4,274,11.6,0.6,10016.9
59304,20220605201534,20.8,1000.1,74,339,9.0,1.2,10425.4
59306,20220605201534,32.9,1003.4,45,135,3.7,0.7,10354.4
59310,20220605201534,22.7,1013.3,90,335,9.4,1.4,10471.3
59316,20220605201534,8.8,1023.7,75,187,9.1,0.1,10055.2
59317,20220605201534,17.8,1025.6,96,260,1.5,0.9,10454.6
59324,20220605201534,10.8,1013.8,99,210,1.2,1.4,10154.7
59456,20220605201534,18.8,1002.7,87,279,1.3,1.1,10010.1
59462,20220605201534,23.0,1003.2,41,190,1.6,1.1,10488.4
59478,20220605201534,11.0,1022.4,73,306,4.8,0.3,10146.8
59485,20220605201534,6.0,1012.3,32,220,10.3,1.3,10232.5
59488,20220605201534,2.9,1018.8,42,269,14.3,1.5,10493.7
59493,20220605201534,7.8,1007.4,43,263,4.8,0.7,10195.1
59501,20220605201534,28.6,1003.0,24,313,9.4,1.5,10360.0
59658,20220605201534,2.0,1015.5,12,107,5.5,0.2,10353.9
59663,20220605201534,28.5,1015.0,24,267,10.0,0.8,10145.7
59664,20220605201534,15.6,1001.3,26,241,9.9,1.5,10108.1
59673,20220605201534,2.2,1006.9,83,324,5.6,1.3,10430.5
59754,20220605201534,0.8,1016.0,83,217,7.0,1.3,10012.2
57947,20220605201534,12.6,1009.9,38,328,1.6,1.2,10053.5
57957,20220605201534,15.3,1006.8,13,292,12.1,0.1,10351.3
57958,20220605201534,20.9,1025.5,83,330,11.7,0.4,10374.6
59021,20220605201534,30.2,1010.1,78,166,7.6,0.7,10021.1
59023,20220605201534,9.3,1011.6,34,38,14.7,0.2,10273.3
59027,20220605201534,23.3,1010.9,83,233,1.2,1.4,10034.6
59037,20220605201534,12.5,1005.7,64,217,14.7,0.1,10060.9
59046,20220605201534,26.2,1018.1,68,70,8.4,0.0,10494.1
59058,20220605201534,1.8,1014.4,45,163,11.7,0.1,10322.5
59065,20220605201534,18.4,1009.1,9,111,8.5,0.2,10090.0
59209,20220605201534,10.9,1014.0,15,304,2.7,0.9,10008.7
59211,20220605201534,7.9,1007.6,75,333,3.9,0.9,10014.3
59218,20220605201534,28.8,1018.9,4,306,4.8,0.4,10303.0
59228,20220605201534,11.5,1021.4,44,353,8.1,1.5,10389.0
59242,20220605201534,21.7,1025.7,81,46,3.7,0.6,10215.1
59254,20220605201534,19.9,1019.0,45,223,0.3,1.4,10225.4
59265,20220605201534,21.0,1025.6,72,166,10.2,0.6,10337.7
59417,20220605201534,1.6,1015.8,7,59,0.8,0.6,10234.7
59431,20220605201534,7.2,1009.7,17,179,10.5,1.3,10400.6
59446,20220605201534,5.3,1005.5,81,161,12.3,0.8,10162.3
59453,20220605201534,4.0,1025.5,41,341,0.8,1.1,10302.5
59626,20220605201534,27.6,1008.6,96,103,7.0,0.2,10152.8
59631,20220605201534,30.7,1023.1,88,181,6.5,1.2,10239.5
59632,20220605201534,28.1,1019.0,11,245,0.0,1.0,10061.4
59644,20220605201534,7.9,1006.1,83,84,11.3,1.0,10435.9
59647,20220605201534,5.1,1003.7,17,255,7.8,1.5,10200.9
56691,20220605201534,24.1,1022.7,86,278,2.3,0.1,10036.9
56693,20220605201534,6.2,1021.9,85,251,3.4,0.6,10489.5
56792,20220605201534,9.5,1006.1,7,202,0.2,1.2,10342.5
56793,20220605201534,28.5,1011.2,96,12,4.9,0.3,10145.9
57606,20220605201534,28.7,1002.4,82,148,4.2,0.3,10029.8
57614,20220605201534,24.9,1004.5,59,228,12.1,0.2,10329.5
57625,20220605201534,29.0,1000.3,53,241,2.4,0.7,10114.8
57647,20220605201534,3.4,1010.9,74,247,6.4,0.8,10248.9
57707,20220605201534,27.0,1026.1,71,15,5.8,0.7,10213.8
57710,20220605201534,0.8,1011.0,84,239,6.2,0.5,10232.6
57712,20220605201534,5.1,1000.1,53,278,12.4,1.2,10265.1
57718,20220605201534,13.2,1000.2,36,220,11.9,0.5,10172.5
57722,20220605201534,31.8,1017.4,71,318,11.1,1.2,10294.2
57729,20220605201534,29.8,1003.5,23,81,1.8,0.9,10371.1
57731,20220605201534,5.9,1021.3,73,316,3.6,0.0,10437.7
57741,20220605201534,12.9,1003.3,87,144,5.0,1.4,10400.4
57803,20220605201534,30.4,1020.0,76,224,11.6,0.5,10205.0
57805,20220605201534,12.0,1018.9,2,328,8.6,0.7,10470.0
57806,20220605201534,10.4,1016.5,67,335,8.0,1.4,10321.9
57816,20220605201534,16.8,1012.4,58,52,10.2,0.0,10240.1
57825,20220605201534,24.6,1020.2,93,36,10.9,1.5,10110.7
57827,20220605201534,0.3,1025.4,40,115,5.5,0.8,10029.1
57832,20220605201534,1.5,1017.0,30,156,14.7,0.7,10274.5
57839,20220605201534,27.6,1016.7,87,75,0.6,0.3,10431.3
57840,20220605201534,7.0,1012.1,76,117,1.3,1.1,10457.5
57902,20220605201534,26.1,1004.8,78,92,5.4,0.9,10364.0
57906,20220605201534,33.2,1022.9,15,212,7.7,1.5,10243.3
57907,20220605201534,8.6,1003.7,36,182,13.0,0.9,10081.9
57910,20220605201534,22.9,1013.7,29,289,0.8,1.1,10309.7
57912,20220605201534,16.1,1015.6,12,60,11.4,1.2,10330.8
57916,20220605201534,7.6,1003.0,12,201,6.7,0.2,10112.0
57922,20220605201534,21.9,1009.5,87,8,6.8,1.0,10227.1
57926,20220605201534,13.9,1005.0,25,348,6.4,0.9,10479.5
57932,20220605201534,22.0,1010.0,4,19,13.7,0.2,10475.9
59758,20220605201534,6.0,1017.8,5,74,1.0,0.7,10482.7
59838,20220605201534,18.2,1011.0,94,3,7.1,0.0,10268.3
59845,20220605201534,17.9,1023.1,68,111,0.3,1.1,10026.1
59849,20220605201534,13.1,1006.1,18,223,5.9,0.4,10085.8
59855,20220605201534,35.0,1005.7,94,311,14.2,0.9,10173.3
59948,20220605201534,12.3,1018.2,86,342,6.2,1.4,10033.7
59954,20220605201534,24.7,1004.4,2,136,2.2,0.8,10083.5
59981,20220605201534,19.1,1011.2,100,356,6.0,1.2,10180.6
53399,20220605201534,15.9,1004.8,86,149,2.7,1.4,10275.0
53593,20220605201534,1.3,1012.0,51,344,9.7,0.3,10236.7
53698,20220605201534,10.8,1019.3,16,345,8.2,1.3,10091.3
53798,20220605201534,20.7,1025.2,42,191,0.1,1.2,10318.5
54308,20220605201534,9.3,1012.8,71,315,4.8,1.1,10099.9
54311,20220605201534,27.7,1007.0,79,245,1.5,1.2,10243.2
54401,20220605201534,15.2,1007.6,80,54,8.4,1.1,10238.6
54405,20220605201534,10.3,1020.1,45,83,5.5,0.9,10100.4
54423,20220605201534,25.6,1024.2,86,313,8.5,0.3,10432.2
54429,20220605201534,1.5,1013.0,18,22,9.8,0.3,10186.1
54436,20220605201534,30.0,1006.1,82,300,14.2,1.2,10412.9
54449,20220605201534,8.3,1014.9,30,76,7.7,0.1,10117.7
54518,20220605201534,26.2,1014.6,27,212,4.0,0.8,10175.9
54534,20220605201534,29.8,1006.4,78,124,3.2,1.5,10220.2
54535,20220605201534,10.9,1017.7,38,227,1.8,0.6,10037.1
54539,20220605201534,11.9,1006.1,34,92,9.2,1.0,10337.9
54602,20220605201534,15.5,1007.8,62,55,5.1,0.3,10297.4
54606,20220605201534,26.0,1013.3,17,261,12.3,0.1,10026.9
54618,20220605201534,5.1,1011.7,16,59,3.5,0.1,10199.6
54624,20220605201534,15.0,1001.8,15,160,10.4,1.5,10074.2
54705,20220605201534,33.3,1001.4,54,119,0.4,1.4,10254.7
53898,20220605201534,1.0,1016.6,74,340,0.9,0.9,10075.6
53986,20220605201534,34.8,1014.1,12,181,13.1,0.7,10405.6
57051,20220605201534,28.1,1007.9,68,323,5.7,0.5,10384.1
57067,20220605201534,25.9,1023.2,61,223,4.6,1.3,10176.2
57071,20220605201534,28.8,1004.7,9,89,13.8,0.5,10054.7
57077,20220605201534,16.9,1000.4,85,264,1.2,0.3,10211.9
57083,20220605201534,14.6,1000.1,7,121,11.2,0.5,10027.5
57084,20220605201534,20.0,1014.6,85,196,9.0,0.8,10302.6
57089,20220605201534,16.2,1022.7,34,81,14.6,1.3,10072.0
57091,20220605201534,11.4,1025.3,62,355,10.4,0.9,10160.9
57156,20220605201534,7.1,1000.9,98,252,7.3,1.5,10233.0
57178,20220605201534,6.2,1021.8,15,107,8.6,0.3,10131.7
57181,20220605201534,27.0,1023.7,95,297,1.1,1.1,10234.5
57193,20220605201534,28.6,1008.2,63,155,5.2,0.7,10135.7
57285,20220605201534,27.0,1025.9,3,115,7.0,1.1,10248.5
57290,20220605201534,6.2,1024.2,65,141,8.2,1.5,10272.3
57297,20220605201534,32.1,1020.7,33,97,8.1,0.2,10276.8
58005,20220605201534,20.4,1000.3,78,2,3.0,1.1,10356.3
58111,20220605201534,34.7,1017.3,82,291,9.2,1.5,10076.6
58208,20220605201534,17.2,1025.3,54,178,13.7,1.0,10291.4
50136,20220605201534,30.7,1018.8,81,320,13.5,0.8,10094.3
50246,20220605201534,14.2,1013.0,9,31,10.0,0.9,10139.4
50247,20220605201534,1.1,1019.4,65,176,14.7,0.5,10247.7
50349,20220605201534,14.2,1024.5,27,177,6.5,0.7,10199.3
50353,20220605201534,5.3,1012.1,8,25,5.4,0.3,10406.9
50442,20220605201534,16.0,1025.6,60,150,4.3,1.5,10289.1
50468,20220605201534,0.3,1025.9,40,237,13.3,1.5,10241.8
50557,20220605201534,5.1,1008.7,53,175,8.3,0.2,10352.9
50564,20220605201534,22.4,1024.2,100,133,6.3,1.4,10225.9
50656,20220605201534,10.1,1014.8,49,43,9.4,0.3,10217.9
50658,20220605201534,12.9,1011.6,100,312,8.0,1.4,10231.3
50674,20220605201534,14.3,1010.6,55,149,9.8,0.2,10267.0
50739,20220605201534,1.7,1009.9,9,44,0.3,0.7,10187.9
50742,20220605201534,0.9,1007.4,21,288,0.9,0.8,10499.4
50745,20220605201534,15.8,1023.4,78,62,10.7,0.4,10246.3
50756,20220605201534,34.1,1001.2,88,295,1.3,1.3,10090.9
50758,20220605201534,5.2,1019.1,81,7,4.2,1.2,10129.9
50774,20220605201534,11.4,1003.8,73,14,11.4,1.2,10433.2
50778,20220605201534,29.1,1025.4,59,69,9.5,0.0,10326.3
50788,20220605201534,13.3,1021.4,50,52,13.1,0.4,10215.6
50844,20220605201534,3.6,1004.4,5,188,13.3,0.8,10092.8
50853,20220605201534,4.7,1007.7,91,25,12.7,0.2,10077.2
50854,20220605201534,10.4,1017.7,98,116,7.1,0.0,10466.5
50862,20220605201534,16.7,1025.2,70,271,5.6,0.7,10477.8
50873,20220605201534,5.4,1008.4,64,324,14.1,0.7,10430.5
50877,20220605201534,3.5,1026.0,4,35,13.4,0.9,10227.1
50888,20220605201534,33.4,1006.6,24,96,1.3,0.9,10104.5
50950,20220605201534,33.4,1019.7,24,265,7.1,0.4,10425.7
50953,20220605201534,2.0,1013.0,93,209,7.7,1.1,10013.9
50955,20220605201534,23.0,1007.1,3,274,3.4,1.0,10000.3
50963,20220605201534,31.2,1015.4,83,204,0.7,0.5,10200.4
50968,20220605201534,13.2,1011.3,18,89,0.7,0.8,10319.3
50973,20220605201534,1.5,1015.2,96,70,5.4,0.0,10460.2
50978,20220605201534,20.9,1010.0,38,259,12.2,0.4,10308.4
50983,20220605201534,31.9,1026.1,48,278,4.7,1.3,10345.2
54094,20220605201534,28.9,1023.8,56,187,11.7,0.8,10240.7
54096,20220605201534,18.4,1015.0,56,225,10.2,1.0,10344.8
57251,20220605201534,29.4,1009.5,47,70,8.6,0.4,10499.2
57256,20220605201534,32.6,1022.4,88,348,7.2,1.0,10288.2
57259,20220605201534,22.7,1023.7,62,136,5.5,0.4,10008.7
57265,20220605201534,32.2,1003.5,45,19,0.5,0.7,10185.3
57278,20220605201534,28.8,1015.7,24,338,9.4,0.1,10177.0
57279,20220605201534,14.7,1011.0,50,102,13.1,0.0,10432.0
57355,20220605201534,14.6,1000.9,10,75,4.3,1.0,10081.1
57358,20220605201534,27.0,1025.8,8,293,12.8,0.0,10397.2
57359,20220605201534,2.3,1012.3,81,75,5.7,0.7,10059.6
57363,20220605201534,15.2,1019.5,74,144,3.0,1.5,10470.2
57378,20220605201534,22.8,1017.8,90,327,9.0,1.4,10294.6
57381,20220605201534,20.8,1015.0,47,262,0.8,0.5,10355.6
57395,20220605201534,27.8,1015.0,81,353,1.1,0.9,10334.7
57399,20220605201534,0.8,1014.6,35,340,4.1,1.5,10330.0
57439,20220605201534,31.5,1002.7,85,84,4.6,1.3,10274.3
57445,20220605201534,2.6,1006.4,47,171,14.6,1.2,10093.9
57447,20220605201534,30.0,1009.2,15,36,0.5,1.0,10098.0
57458,20220605201534,24.1,1005.2,90,346,7.4,0.3,10271.3
57461,20220605201534,24.7,1018.1,17,157,1.5,0.0,10343.1
57476,20220605201534,21.8,1007.0,78,271,5.1,1.1,10445.2
57482,20220605201534,12.9,1025.4,82,337,11.8,1.1,10093.7
57483,20220605201534,17.1,1013.6,23,131,10.1,1.1,10301.6
57493,20220605201534,28.6,1019.9,90,290,12.2,0.1,10107.0
57494,20220605201534,31.4,1001.2,6,11,13.4,0.6,10417.6
57545,20220605201534,8.1,1021.1,30,46,13.0,1.0,10133.7
57573,20220605201534,15.3,1003.7,97,304,0.1,1.4,10369.7
57581,20220605201534,27.6,1018.0,47,209,2.4,0.7,10215.9
57583,20220605201534,31.4,1004.0,4,134,9.9,0.5,10312.1
57595,20220605201534,6.8,1004.5,40,111,10.7,0.1,10307.4
58402,20220605201534,17.5,1022.6,53,238,14.1,0.8,10044.4
58407,20220605201534,13.6,1000.7,32,176,5.8,1.3,10439.0
58500,20220605201534,20.8,1018.4,97,19,5.6,0.8,10489.1
57554,20220605201534,7.4,1023.1,51,140,10.6,1.3,10080.1
57562,20220605201534,12.6,1000.0,22,203,14.2,0.6,10255.4
57574,20220605201534,27.2,1012.8,9,327,0.1,0.3,10425.9
57584,20220605201534,19.1,1002.8,1,253,13.4,0.4,10404.7
57642,20220605201534,23.2,1005.8,90,277,5.9,0.3,10333.1
57649,20220605201534,0.1,1000.6,3,71,4.3,1.5,10104.0
57655,20220605201534,8.4,1011.6,81,212,13.0,1.2,10042.6
57662,20220605201534,1.4,1022.7,27,302,10.2,1.0,10114.4
57669,20220605201534,6.3,1014.5,13,149,12.3,1.3,10317.2
57671,20220605201534,18.0,1013.8,66,199,12.6,1.1,10495.7
57673,20220605201534,4.6,1001.2,70,219,9.6,0.5,10342.0
57679,20220605201534,32.2,1012.3,36,109,7.5,1.3,10298.3
57682,20220605201534,32.0,1017.0,91,39,6.5,0.2,10275.6
57687,20220605201534,5.0,1004.6,28,311,14.9,0.4,10000.7
57745,20220605201534,11.6,1010.1,6,196,10.6,1.4,10121.3
57749,20220605201534,33.7,1002.7,40,270,7.0,1.0,10231.1
57752,20220605201534,5.7,1012.4,95,240,7.9,1.2,10123.4
57758,20220605201534,1.3,1000.4,52,145,9.5,0.3,10455.5
57761,20220605201534,12.4,1008.3,84,211,13.7,1.2,10209.6
57766,20220605201534,13.6,1023.6,76,219,14.5,0.6,10156.9
57774,20220605201534,18.6,1014.2,21,7,8.1,1.0,10034.1
57776,20220605201534,16.8,1000.3,51,109,8.7,1.0,10201.6
57779,20220605201534,20.1,1019.1,8,28,10.6,0.6,10059.9
57780,20220605201534,21.3,1023.7,20,140,0.0,0.6,10290.6
57841,20220605201534,12.2,1011.5,69,74,5.2,0.4,10015.2
57845,20220605201534,20.9,1004.2,34,330,0.3,0.0,10268.1
57853,20220605201534,21.6,1006.6,59,47,1.9,0.5,10239.8
57857,20220605201534,11.7,1001.7,60,23,9.1,1.0,10334.6
57860,20220605201534,0.1,1017.2,4,130,8.4,1.1,10169.6
57866,20220605201534,27.2,1000.2,92,283,1.6,0.0,10245.4
57872,20220605201534,2.8,1000.0,87,342,9.6,1.2,10074.6
57874,20220605201534,32.3,1018.4,97,45,2.3,1.1,10147.5
57889,20220605201534,26.3,1001.5,32,228,5.7,0.2,10394.2
57965,20220605201534,13.0,1009.0,57,321,7.4,0.3,10111.6
57972,20220605201534,33.0,1001.8,84,80,13.4,0.9,10452.3
57974,20220605201534,28.8,1015.7,64,232,3.3,1.1,10034.1
50936,20220605201534,9.0,1002.7,18,344,0.2,0.8,10181.5
50945,20220605201534,30.4,1019.4,36,155,4.9,1.5,10268.6
50948,20220605201534,21.6,1021.2,47,355,1.8,1.3,10317.1
50949,20220605201534,2.4,1003.0,50,328,11.9,1.2,10269.3
54041,20220605201534,33.6,1023.4,90,352,4.3,0.6,10232.0
54049,20220605201534,10.3,1000.1,25,29,10.0,0.8,10243.9
54063,20220605201534,31.2,1021.7,7,346,0.2,0.0,10128.6
54064,20220605201534,34.1,1013.8,18,66,8.3,0.2,10068.8
54142,20220605201534,2.6,1017.6,8,137,10.7,0.0,10283.0
54157,20220605201534,6.7,1018.7,62,89,7.0,1.4,10230.3
54161,20220605201534,0.0,1016.8,29,123,0.5,1.4,10211.3
54165,20220605201534,23.8,1018.3,91,199,7.1,1.1,10282.4
54171,20220605201534,7.6,1005.8,73,228,1.1,1.5,10311.2
54181,20220605201534,12.5,1009.9,92,282,13.6,0.9,10213.2
54186,20220605201534,9.3,1016.4,83,300,3.9,1.0,10263.4
54195,20220605201534,31.8,1008.4,5,186,8.2,0.7,10199.1
54260,20220605201534,1.5,1005.3,96,359,3.6,1.5,10116.5
54263,20220605201534,7.2,1012.8,91,321,2.7,0.1,10089.7
54266,20220605201534,32.7,1009.6,68,24,7.5,0.1,10428.2
54273,20220605201534,15.7,1003.7,61,105,0.8,0.9,10256.2
54276,20220605201534,5.9,1000.9,61,108,2.2,1.5,10078.9
54284,20220605201534,26.1,1018.7,81,232,2.2,0.2,10330.2
54285,20220605201534,25.4,1019.8,30,318,9.0,0.4,10219.0
54286,20220605201534,18.1,1016.5,100,166,11.4,0.8,10141.7
54292,20220605201534,5.9,1021.4,75,145,9.5,0.6,10272.3
54363,20220605201534,6.9,1019.0,75,310,1.4,0.2,10187.0
54374,20220605201534,24.4,1006.3,82,19,13.3,0.6,10053.2
54377,20220605201534,27.7,1013.1,52,133,1.3,0.3,10008.7
54386,20220605201534,34.3,1005.3,83,121,14.4,1.2,10347.4
58026,20220605201534,13.1,1025.2,34,288,8.4,0.3,10046.7
58027,20220605201534,4.6,1019.0,87,270,4.3,0.7,10123.4
58038,20220605201534,33.2,1024.9,39,302,9.0,0.9,10066.1
58040,20220605201534,26.3,1021.7,79,244,10.7,0.8,10177.9
58047,20220605201534,18.2,1025.2,6,32,6.6,1.0,10122.4
58130,20220605201534,1.0,1026.4,93,92,6.4,0.6,10091.5
58135,20220605201534,11.4,1020.5,24,147,2.6,0.5,10386.7
58138,20220605201534,30.4,1026.2,89,324,4.7,1.0,10379.7
58141,20220605201534,34.6,1025.2,96,158,5.4,0.0,10454.6
58143,20220605201534,3.7,1023.7,52,324,14.1,1.5,10251.4
58150,20220605201534,30.8,1010.5,23,116,12.2,0.5,10243.6
58158,20220605201534,18.5,1009.0,98,48,11.4,1.3,10286.5
58238,20220605201534,27.8,1005.3,54,166,9.0,0.4,10462.9
58241,20220605201534,1.4,1025.2,27,310,9.4,1.0,10267.5
58251,20220605201534,21.1,1011.0,75,222,5.1,0.4,10318.0
58252,20220605201534,10.7,1007.5,67,254,0.7,0.3,10422.0
58255,20220605201534,29.2,1019.2,88,103,11.0,0.0,10479.7
58259,20220605201534,5.8,1023.6,26,180,9.3,0.3,10152.6
58265,20220605201534,25.2,1003.3,69,85,10.9,1.4,10498.9
58343,20220605201534,18.8,1005.2,31,167,8.7,0.0,10459.5
58345,20220605201534,11.6,1025.8,57,57,6.6,1.5,10325.7
58354,20220605201534,32.4,1013.9,54,31,7.7,1.4,10355.4
58356,20220605201534,27.0,1020.4,6,342,11.7,0.1,10365.3
58358,20220605201534,18.8,1016.7,9,340,10.9,1.4,10282.8
57598,20220605201534,14.3,1010.4,43,34,5.4,1.4,10153.9
57696,20220605201534,17.5,1023.4,17,131,8.0,1.0,10464.8
57789,20220605201534,27.4,1020.2,19,49,3.8,1.1,10181.5
57793,20220605201534,22.6,1025.9,33,216,11.8,1.2,10155.4
57799,20220605201534,14.7,1011.4,62,18,2.5,1.1,10245.9
57894,20220605201534,31.1,1011.3,38,162,14.9,0.5,10163.8
57896,20220605201534,13.6,1007.2,41,176,3.0,1.4,10135.2
57993,20220605201534,18.3,1016.5,63,148,8.6,1.4,10367.8
58506,20220605201534,22.6,1017.3,99,65,7.4,1.1,10335.0
